platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,prime_eligible,url,image_url,description,brand,scraped_at,discount_percent
amazon,AMZ00001,Fashion Product 1,Fashion,467.47,279.35,4.6,2017,Limited Stock,Seller 26,4.0,Free Shipping,False,https://amazon.com/product/1,https://via.placeholder.com/300x300?text=Product+1,High-quality Fashion with excellent features and performance.,Brand A,2025-11-24 09:43:46,0.0
amazon,AMZ00002,Fashion Product 2,Fashion,330.76,341.0,4.5,3119,Pre-order,Seller 94,4.3,Paid Shipping,True,https://amazon.com/product/2,https://via.placeholder.com/300x300?text=Product+2,High-quality Fashion with excellent features and performance.,Brand B,2025-11-24 09:43:46,3.0
amazon,AMZ00003,Fashion Product 3,Fashion,476.62,257.81,4.3,3597,In Stock,Seller 52,4.2,Paid Shipping,True,https://amazon.com/product/3,https://via.placeholder.com/300x300?text=Product+3,High-quality Fashion with excellent features and performance.,Brand C,2025-11-24 09:43:46,0.0
amazon,AMZ00004,Fashion Product 4,Books,286.11,252.87,4.7,3009,Limited Stock,Seller 84,4.0,Free Shipping,False,https://amazon.com/product/4,https://via.placeholder.com/300x300?text=Product+4,High-quality Fashion with excellent features and performance.,Brand D,2025-11-24 09:43:46,0.0
amazon,AMZ00005,Fashion Product 5,Sports,13.05,172.3,4.4,2414,Limited Stock,Seller 85,4.3,Free Shipping,False,https://amazon.com/product/5,https://via.placeholder.com/300x300?text=Product+5,High-quality Fashion with excellent features and performance.,Brand E,2025-11-24 09:43:46,92.4
amazon,AMZ00006,Fashion Product 6,Home & Kitchen,472.89,335.79,4.8,897,Limited Stock,Seller 95,4.8,Free Shipping,False,https://amazon.com/product/6,https://via.placeholder.com/300x300?text=Product+6,High-quality Fashion with excellent features and performance.,Brand F,2025-11-24 09:43:46,0.0
amazon,AMZ00007,Fashion Product 7,Electronics,46.65,235.8,4.3,4277,In Stock,Seller 69,4.0,Free Shipping,True,https://amazon.com/product/7,https://via.placeholder.com/300x300?text=Product+7,High-quality Fashion with excellent features and performance.,Brand G,2025-11-24 09:43:46,80.2
amazon,AMZ00008,Fashion Product 8,Electronics,397.03,272.27,4.3,1041,Pre-order,Seller 2,4.8,Free Shipping,False,https://amazon.com/product/8,https://via.placeholder.com/300x300?text=Product+8,High-quality Fashion with excellent features and performance.,Brand H,2025-11-24 09:43:46,0.0
amazon,AMZ00009,Fashion Product 9,Fashion,413.47,252.49,3.6,2552,Pre-order,Seller 83,4.4,Free Shipping,False,https://amazon.com/product/9,https://via.placeholder.com/300x300?text=Product+9,High-quality Fashion with excellent features and performance.,Brand I,2025-11-24 09:43:46,0.0
amazon,AMZ00010,Fashion Product 10,Books,389.38,242.94,4.9,3964,Pre-order,Seller 53,4.7,Free Shipping,True,https://amazon.com/product/10,https://via.placeholder.com/300x300?text=Product+10,High-quality Fashion with excellent features and performance.,Brand J,2025-11-24 09:43:46,0.0
amazon,AMZ00011,Fashion Product 11,Fashion,84.86,434.39,4.3,869,In Stock,Seller 83,4.5,Free Shipping,True,https://amazon.com/product/11,https://via.placeholder.com/300x300?text=Product+11,High-quality Fashion with excellent features and performance.,Brand K,2025-11-24 09:43:46,80.5
amazon,AMZ00012,Fashion Product 12,Fashion,171.28,28.16,4.3,4220,Limited Stock,Seller 84,4.5,Free Shipping,True,https://amazon.com/product/12,https://via.placeholder.com/300x300?text=Product+12,High-quality Fashion with excellent features and performance.,Brand L,2025-11-24 09:43:46,0.0
amazon,AMZ00013,Fashion Product 13,Sports,96.1,415.51,4.7,2327,Limited Stock,Seller 5,4.1,Paid Shipping,False,https://amazon.com/product/13,https://via.placeholder.com/300x300?text=Product+13,High-quality Fashion with excellent features and performance.,Brand M,2025-11-24 09:43:46,76.9
amazon,AMZ00014,Fashion Product 14,Electronics,60.89,328.36,4.2,880,In Stock,Seller 37,4.7,Paid Shipping,True,https://amazon.com/product/14,https://via.placeholder.com/300x300?text=Product+14,High-quality Fashion with excellent features and performance.,Brand N,2025-11-24 09:43:46,81.5
amazon,AMZ00015,Fashion Product 15,Sports,350.09,436.71,3.6,2567,Pre-order,Seller 59,5.0,Free Shipping,True,https://amazon.com/product/15,https://via.placeholder.com/300x300?text=Product+15,High-quality Fashion with excellent features and performance.,Brand O,2025-11-24 09:43:46,19.8
amazon,AMZ00016,Fashion Product 16,Home & Kitchen,398.39,529.67,3.8,3857,Pre-order,Seller 74,4.3,Paid Shipping,True,https://amazon.com/product/16,https://via.placeholder.com/300x300?text=Product+16,High-quality Fashion with excellent features and performance.,Brand P,2025-11-24 09:43:46,24.8
amazon,AMZ00017,Fashion Product 17,Sports,432.85,224.8,4.9,4608,In Stock,Seller 69,4.9,Free Shipping,False,https://amazon.com/product/17,https://via.placeholder.com/300x300?text=Product+17,High-quality Fashion with excellent features and performance.,Brand Q,2025-11-24 09:43:46,0.0
amazon,AMZ00018,Fashion Product 18,Sports,180.36,520.82,4.0,1960,In Stock,Seller 63,5.0,Free Shipping,False,https://amazon.com/product/18,https://via.placeholder.com/300x300?text=Product+18,High-quality Fashion with excellent features and performance.,Brand R,2025-11-24 09:43:46,65.4
amazon,AMZ00019,Fashion Product 19,Sports,243.06,52.35,4.1,923,Pre-order,Seller 47,4.4,Paid Shipping,True,https://amazon.com/product/19,https://via.placeholder.com/300x300?text=Product+19,High-quality Fashion with excellent features and performance.,Brand S,2025-11-24 09:43:46,0.0
amazon,AMZ00020,Fashion Product 20,Electronics,287.1,566.68,4.8,285,In Stock,Seller 97,4.4,Paid Shipping,True,https://amazon.com/product/20,https://via.placeholder.com/300x300?text=Product+20,High-quality Fashion with excellent features and performance.,Brand T,2025-11-24 09:43:46,49.3
amazon,AMZ00021,Fashion Product 21,Fashion,138.15,448.27,4.8,2395,In Stock,Seller 12,4.6,Free Shipping,False,https://amazon.com/product/21,https://via.placeholder.com/300x300?text=Product+21,High-quality Fashion with excellent features and performance.,Brand U,2025-11-24 09:43:46,69.2
amazon,AMZ00022,Fashion Product 22,Books,26.82,284.93,4.3,1729,Limited Stock,Seller 1,4.2,Free Shipping,False,https://amazon.com/product/22,https://via.placeholder.com/300x300?text=Product+22,High-quality Fashion with excellent features and performance.,Brand V,2025-11-24 09:43:46,90.6
amazon,AMZ00023,Fashion Product 23,Fashion,359.01,129.38,4.8,1413,Pre-order,Seller 73,4.8,Paid Shipping,True,https://amazon.com/product/23,https://via.placeholder.com/300x300?text=Product+23,High-quality Fashion with excellent features and performance.,Brand W,2025-11-24 09:43:46,0.0
amazon,AMZ00024,Fashion Product 24,Fashion,389.38,446.25,4.1,50,In Stock,Seller 27,4.4,Free Shipping,False,https://amazon.com/product/24,https://via.placeholder.com/300x300?text=Product+24,High-quality Fashion with excellent features and performance.,Brand X,2025-11-24 09:43:46,12.7
amazon,AMZ00025,Fashion Product 25,Sports,464.03,151.42,4.9,4342,In Stock,Seller 59,4.6,Free Shipping,True,https://amazon.com/product/25,https://via.placeholder.com/300x300?text=Product+25,High-quality Fashion with excellent features and performance.,Brand Y,2025-11-24 09:43:46,0.0
amazon,AMZ00026,Fashion Product 26,Electronics,100.7,39.01,3.5,1862,In Stock,Seller 46,4.3,Paid Shipping,True,https://amazon.com/product/26,https://via.placeholder.com/300x300?text=Product+26,High-quality Fashion with excellent features and performance.,Brand Z,2025-11-24 09:43:46,0.0
amazon,AMZ00027,Fashion Product 27,Books,362.76,458.18,4.6,843,Pre-order,Seller 3,4.7,Paid Shipping,False,https://amazon.com/product/27,https://via.placeholder.com/300x300?text=Product+27,High-quality Fashion with excellent features and performance.,Brand A,2025-11-24 09:43:46,20.8
amazon,AMZ00028,Fashion Product 28,Home & Kitchen,51.04,474.29,5.0,3765,Limited Stock,Seller 88,4.3,Free Shipping,True,https://amazon.com/product/28,https://via.placeholder.com/300x300?text=Product+28,High-quality Fashion with excellent features and performance.,Brand B,2025-11-24 09:43:46,89.2
amazon,AMZ00029,Fashion Product 29,Electronics,441.53,338.67,4.6,2726,Pre-order,Seller 73,4.5,Free Shipping,True,https://amazon.com/product/29,https://via.placeholder.com/300x300?text=Product+29,High-quality Fashion with excellent features and performance.,Brand C,2025-11-24 09:43:46,0.0
amazon,AMZ00030,Fashion Product 30,Fashion,57.18,86.6,4.6,95,Pre-order,Seller 49,4.2,Paid Shipping,True,https://amazon.com/product/30,https://via.placeholder.com/300x300?text=Product+30,High-quality Fashion with excellent features and performance.,Brand D,2025-11-24 09:43:46,34.0
amazon,AMZ00031,Fashion Product 31,Home & Kitchen,454.87,278.02,4.9,577,In Stock,Seller 31,4.8,Paid Shipping,True,https://amazon.com/product/31,https://via.placeholder.com/300x300?text=Product+31,High-quality Fashion with excellent features and performance.,Brand E,2025-11-24 09:43:46,0.0
