platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,prime_eligible,url,image_url,description,brand,scraped_at,discount_percent
amazon,AMZ00001,Electronics Product 1,Fashion,242.04,447.89,3.6,3159,Pre-order,Seller 23,4.5,Paid Shipping,False,https://amazon.com/product/1,https://via.placeholder.com/300x300?text=Product+1,High-quality Electronics with excellent features and performance.,Brand A,2025-11-24 17:24:15,46.0
amazon,AMZ00002,Electronics Product 2,Books,240.51,99.24,4.4,1658,Pre-order,Seller 36,4.2,Paid Shipping,False,https://amazon.com/product/2,https://via.placeholder.com/300x300?text=Product+2,High-quality Electronics with excellent features and performance.,Brand B,2025-11-24 17:24:15,0.0
amazon,AMZ00003,Electronics Product 3,Electronics,324.73,293.23,4.7,4561,In Stock,Seller 56,4.4,Paid Shipping,True,https://amazon.com/product/3,https://via.placeholder.com/300x300?text=Product+3,High-quality Electronics with excellent features and performance.,Brand C,2025-11-24 17:24:15,0.0
amazon,AMZ00004,Electronics Product 4,Home & Kitchen,357.52,29.29,4.8,2770,Limited Stock,Seller 69,4.1,Paid Shipping,True,https://amazon.com/product/4,https://via.placeholder.com/300x300?text=Product+4,High-quality Electronics with excellent features and performance.,Brand D,2025-11-24 17:24:15,0.0
amazon,AMZ00005,Electronics Product 5,Home & Kitchen,113.25,475.07,3.9,3733,Pre-order,Seller 67,4.5,Paid Shipping,True,https://amazon.com/product/5,https://via.placeholder.com/300x300?text=Product+5,High-quality Electronics with excellent features and performance.,Brand E,2025-11-24 17:24:15,76.2
amazon,AMZ00006,Electronics Product 6,Fashion,92.91,262.14,4.8,2047,Pre-order,Seller 30,4.7,Free Shipping,True,https://amazon.com/product/6,https://via.placeholder.com/300x300?text=Product+6,High-quality Electronics with excellent features and performance.,Brand F,2025-11-24 17:24:15,64.6
amazon,AMZ00007,Electronics Product 7,Books,317.34,397.52,4.2,1155,Pre-order,Seller 89,4.7,Free Shipping,True,https://amazon.com/product/7,https://via.placeholder.com/300x300?text=Product+7,High-quality Electronics with excellent features and performance.,Brand G,2025-11-24 17:24:15,20.2
amazon,AMZ00008,Electronics Product 8,Electronics,346.63,213.72,3.7,1800,In Stock,Seller 82,4.8,Free Shipping,True,https://amazon.com/product/8,https://via.placeholder.com/300x300?text=Product+8,High-quality Electronics with excellent features and performance.,Brand H,2025-11-24 17:24:15,0.0
amazon,AMZ00009,Electronics Product 9,Sports,211.59,64.93,4.1,2803,Limited Stock,Seller 95,4.0,Free Shipping,True,https://amazon.com/product/9,https://via.placeholder.com/300x300?text=Product+9,High-quality Electronics with excellent features and performance.,Brand I,2025-11-24 17:24:15,0.0
amazon,AMZ00010,Electronics Product 10,Electronics,136.56,223.38,4.9,2180,Pre-order,Seller 43,4.5,Free Shipping,True,https://amazon.com/product/10,https://via.placeholder.com/300x300?text=Product+10,High-quality Electronics with excellent features and performance.,Brand J,2025-11-24 17:24:15,38.9
amazon,AMZ00011,Electronics Product 11,Sports,72.77,560.03,4.8,2333,Pre-order,Seller 39,4.6,Paid Shipping,True,https://amazon.com/product/11,https://via.placeholder.com/300x300?text=Product+11,High-quality Electronics with excellent features and performance.,Brand K,2025-11-24 17:24:15,87.0
amazon,AMZ00012,Electronics Product 12,Home & Kitchen,20.83,422.76,3.6,1348,In Stock,Seller 9,4.9,Paid Shipping,True,https://amazon.com/product/12,https://via.placeholder.com/300x300?text=Product+12,High-quality Electronics with excellent features and performance.,Brand L,2025-11-24 17:24:15,95.1
amazon,AMZ00013,Electronics Product 13,Books,429.07,302.77,3.6,4721,In Stock,Seller 44,4.1,Free Shipping,False,https://amazon.com/product/13,https://via.placeholder.com/300x300?text=Product+13,High-quality Electronics with excellent features and performance.,Brand M,2025-11-24 17:24:15,0.0
amazon,AMZ00014,Electronics Product 14,Sports,222.6,223.34,4.8,4081,Limited Stock,Seller 9,4.9,Paid Shipping,False,https://amazon.com/product/14,https://via.placeholder.com/300x300?text=Product+14,High-quality Electronics with excellent features and performance.,Brand N,2025-11-24 17:24:15,0.3
amazon,AMZ00015,Electronics Product 15,Books,434.11,329.58,5.0,3079,Pre-order,Seller 45,4.8,Free Shipping,False,https://amazon.com/product/15,https://via.placeholder.com/300x300?text=Product+15,High-quality Electronics with excellent features and performance.,Brand O,2025-11-24 17:24:15,0.0
amazon,AMZ00016,Electronics Product 16,Sports,407.13,370.18,4.5,114,Limited Stock,Seller 28,4.3,Paid Shipping,False,https://amazon.com/product/16,https://via.placeholder.com/300x300?text=Product+16,High-quality Electronics with excellent features and performance.,Brand P,2025-11-24 17:24:15,0.0
amazon,AMZ00017,Electronics Product 17,Electronics,88.19,169.66,3.9,792,Pre-order,Seller 18,4.2,Free Shipping,False,https://amazon.com/product/17,https://via.placeholder.com/300x300?text=Product+17,High-quality Electronics with excellent features and performance.,Brand Q,2025-11-24 17:24:15,48.0
amazon,AMZ00018,Electronics Product 18,Home & Kitchen,431.85,512.01,4.2,1608,Limited Stock,Seller 47,4.3,Free Shipping,False,https://amazon.com/product/18,https://via.placeholder.com/300x300?text=Product+18,High-quality Electronics with excellent features and performance.,Brand R,2025-11-24 17:24:15,15.7
amazon,AMZ00019,Electronics Product 19,Electronics,159.27,63.48,4.0,3532,In Stock,Seller 61,4.5,Paid Shipping,False,https://amazon.com/product/19,https://via.placeholder.com/300x300?text=Product+19,High-quality Electronics with excellent features and performance.,Brand S,2025-11-24 17:24:15,0.0
amazon,AMZ00020,Electronics Product 20,Books,214.59,110.27,3.8,4386,In Stock,Seller 36,4.3,Free Shipping,True,https://amazon.com/product/20,https://via.placeholder.com/300x300?text=Product+20,High-quality Electronics with excellent features and performance.,Brand T,2025-11-24 17:24:15,0.0
amazon,AMZ00021,Electronics Product 21,Electronics,396.98,64.33,4.4,10,In Stock,Seller 69,4.1,Paid Shipping,True,https://amazon.com/product/21,https://via.placeholder.com/300x300?text=Product+21,High-quality Electronics with excellent features and performance.,Brand U,2025-11-24 17:24:15,0.0
amazon,AMZ00022,Electronics Product 22,Books,343.99,171.25,3.9,2555,Pre-order,Seller 64,4.1,Paid Shipping,True,https://amazon.com/product/22,https://via.placeholder.com/300x300?text=Product+22,High-quality Electronics with excellent features and performance.,Brand V,2025-11-24 17:24:15,0.0
amazon,AMZ00023,Electronics Product 23,Home & Kitchen,477.86,284.76,4.8,2045,In Stock,Seller 28,4.6,Free Shipping,True,https://amazon.com/product/23,https://via.placeholder.com/300x300?text=Product+23,High-quality Electronics with excellent features and performance.,Brand W,2025-11-24 17:24:15,0.0
amazon,AMZ00024,Electronics Product 24,Sports,44.43,326.7,3.9,4236,In Stock,Seller 96,4.5,Paid Shipping,True,https://amazon.com/product/24,https://via.placeholder.com/300x300?text=Product+24,High-quality Electronics with excellent features and performance.,Brand X,2025-11-24 17:24:15,86.4
amazon,AMZ00025,Electronics Product 25,Sports,131.18,223.39,3.8,4118,In Stock,Seller 5,4.5,Free Shipping,True,https://amazon.com/product/25,https://via.placeholder.com/300x300?text=Product+25,High-quality Electronics with excellent features and performance.,Brand Y,2025-11-24 17:24:15,41.3
amazon,AMZ00026,Electronics Product 26,Sports,255.93,596.09,4.2,1272,In Stock,Seller 62,4.7,Paid Shipping,False,https://amazon.com/product/26,https://via.placeholder.com/300x300?text=Product+26,High-quality Electronics with excellent features and performance.,Brand Z,2025-11-24 17:24:15,57.1
amazon,AMZ00027,Electronics Product 27,Electronics,187.83,368.8,4.0,1122,Limited Stock,Seller 14,4.1,Paid Shipping,False,https://amazon.com/product/27,https://via.placeholder.com/300x300?text=Product+27,High-quality Electronics with excellent features and performance.,Brand A,2025-11-24 17:24:15,49.1
amazon,AMZ00028,Electronics Product 28,Sports,485.86,557.28,4.4,2232,In Stock,Seller 97,5.0,Paid Shipping,False,https://amazon.com/product/28,https://via.placeholder.com/300x300?text=Product+28,High-quality Electronics with excellent features and performance.,Brand B,2025-11-24 17:24:15,12.8
amazon,AMZ00029,Electronics Product 29,Home & Kitchen,315.41,365.55,4.7,2702,Pre-order,Seller 59,4.5,Free Shipping,False,https://amazon.com/product/29,https://via.placeholder.com/300x300?text=Product+29,High-quality Electronics with excellent features and performance.,Brand C,2025-11-24 17:24:15,13.7
