platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,verified_seller,url,image_url,description,brand,scraped_at,discount_percent
daraz,DRZ00001,Beauty Item 1,Home,30865.95,11340.48,4.5,1749,Pre-order,Daraz Seller 91,4.4,Cash on Delivery,False,https://daraz.pk/product/1,https://via.placeholder.com/300x300?text=Item+1,Quality Beauty available in Pakistan with fast delivery.,Brand A,2025-11-27 22:06:53,0.0
daraz,DRZ00002,Beauty Item 2,Sports,38525.14,40278.9,3.5,200,Out of Stock,Daraz Seller 9,3.7,Free Delivery,True,https://daraz.pk/product/2,https://via.placeholder.com/300x300?text=Item+2,Quality Beauty available in Pakistan with fast delivery.,Brand B,2025-11-27 22:06:53,4.4
daraz,DRZ00003,Beauty Item 3,Electronics,3809.27,3786.61,5.0,19,Pre-order,Daraz Seller 31,4.4,Free Delivery,True,https://daraz.pk/product/3,https://via.placeholder.com/300x300?text=Item+3,Quality Beauty available in Pakistan with fast delivery.,Brand C,2025-11-27 22:06:53,0.0
daraz,DRZ00004,Beauty Item 4,Beauty,38389.42,47967.23,4.9,1004,Pre-order,Daraz Seller 37,3.6,Free Delivery,True,https://daraz.pk/product/4,https://via.placeholder.com/300x300?text=Item+4,Quality Beauty available in Pakistan with fast delivery.,Brand D,2025-11-27 22:06:53,20.0
daraz,DRZ00005,Beauty Item 5,Home,1597.5,25135.88,4.2,2559,In Stock,Daraz Seller 20,4.3,Cash on Delivery,True,https://daraz.pk/product/5,https://via.placeholder.com/300x300?text=Item+5,Quality Beauty available in Pakistan with fast delivery.,Brand E,2025-11-27 22:06:53,93.6
daraz,DRZ00006,Beauty Item 6,Beauty,21046.07,20268.59,3.2,340,Pre-order,Daraz Seller 99,4.3,Free Delivery,True,https://daraz.pk/product/6,https://via.placeholder.com/300x300?text=Item+6,Quality Beauty available in Pakistan with fast delivery.,Brand F,2025-11-27 22:06:53,0.0
daraz,DRZ00007,Beauty Item 7,Beauty,36301.94,42917.34,3.2,1704,Out of Stock,Daraz Seller 94,3.7,Cash on Delivery,True,https://daraz.pk/product/7,https://via.placeholder.com/300x300?text=Item+7,Quality Beauty available in Pakistan with fast delivery.,Brand G,2025-11-27 22:06:53,15.4
daraz,DRZ00008,Beauty Item 8,Electronics,19030.29,28759.06,3.3,1330,Pre-order,Daraz Seller 31,4.1,Free Delivery,True,https://daraz.pk/product/8,https://via.placeholder.com/300x300?text=Item+8,Quality Beauty available in Pakistan with fast delivery.,Brand H,2025-11-27 22:06:53,33.8
daraz,DRZ00009,Beauty Item 9,Fashion,41144.87,18687.59,4.2,85,Out of Stock,Daraz Seller 95,4.3,Free Delivery,False,https://daraz.pk/product/9,https://via.placeholder.com/300x300?text=Item+9,Quality Beauty available in Pakistan with fast delivery.,Brand I,2025-11-27 22:06:53,0.0
daraz,DRZ00010,Beauty Item 10,Sports,5773.84,15268.03,4.4,2918,In Stock,Daraz Seller 54,4.1,Free Delivery,False,https://daraz.pk/product/10,https://via.placeholder.com/300x300?text=Item+10,Quality Beauty available in Pakistan with fast delivery.,Brand J,2025-11-27 22:06:53,62.2
daraz,DRZ00011,Beauty Item 11,Electronics,33351.59,56698.21,4.7,401,In Stock,Daraz Seller 55,4.1,Cash on Delivery,True,https://daraz.pk/product/11,https://via.placeholder.com/300x300?text=Item+11,Quality Beauty available in Pakistan with fast delivery.,Brand K,2025-11-27 22:06:53,41.2
daraz,DRZ00012,Beauty Item 12,Home,33841.31,23738.88,5.0,2361,Pre-order,Daraz Seller 56,4.3,Cash on Delivery,True,https://daraz.pk/product/12,https://via.placeholder.com/300x300?text=Item+12,Quality Beauty available in Pakistan with fast delivery.,Brand L,2025-11-27 22:06:53,0.0
daraz,DRZ00013,Beauty Item 13,Fashion,33439.49,38579.33,4.4,1194,Out of Stock,Daraz Seller 70,3.6,Cash on Delivery,True,https://daraz.pk/product/13,https://via.placeholder.com/300x300?text=Item+13,Quality Beauty available in Pakistan with fast delivery.,Brand M,2025-11-27 22:06:53,13.3
daraz,DRZ00014,Beauty Item 14,Beauty,3763.77,51197.58,4.1,2125,Pre-order,Daraz Seller 49,4.9,Cash on Delivery,False,https://daraz.pk/product/14,https://via.placeholder.com/300x300?text=Item+14,Quality Beauty available in Pakistan with fast delivery.,Brand N,2025-11-27 22:06:53,92.6
daraz,DRZ00015,Beauty Item 15,Home,15630.06,1417.8,4.1,193,Out of Stock,Daraz Seller 47,4.4,Cash on Delivery,False,https://daraz.pk/product/15,https://via.placeholder.com/300x300?text=Item+15,Quality Beauty available in Pakistan with fast delivery.,Brand O,2025-11-27 22:06:53,0.0
daraz,DRZ00016,Beauty Item 16,Home,15677.36,23286.51,4.9,1592,Pre-order,Daraz Seller 22,4.0,Free Delivery,False,https://daraz.pk/product/16,https://via.placeholder.com/300x300?text=Item+16,Quality Beauty available in Pakistan with fast delivery.,Brand P,2025-11-27 22:06:53,32.7
daraz,DRZ00017,Beauty Item 17,Sports,7293.18,9934.5,3.7,73,Out of Stock,Daraz Seller 34,4.2,Free Delivery,False,https://daraz.pk/product/17,https://via.placeholder.com/300x300?text=Item+17,Quality Beauty available in Pakistan with fast delivery.,Brand Q,2025-11-27 22:06:53,26.6
daraz,DRZ00018,Beauty Item 18,Fashion,16931.03,39682.78,4.2,2195,In Stock,Daraz Seller 69,4.1,Cash on Delivery,False,https://daraz.pk/product/18,https://via.placeholder.com/300x300?text=Item+18,Quality Beauty available in Pakistan with fast delivery.,Brand R,2025-11-27 22:06:53,57.3
