platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,verified_seller,url,image_url,description,brand,scraped_at,discount_percent
daraz,DRZ00001,Fashion Item 1,Beauty,21540.44,10921.17,3.8,1064,In Stock,Daraz Seller 33,3.9,Free Delivery,True,https://daraz.pk/product/1,https://via.placeholder.com/300x300?text=Item+1,Quality Fashion available in Pakistan with fast delivery.,Brand A,2025-11-28 08:56:37,0.0
daraz,DRZ00002,Fashion Item 2,Beauty,46173.72,26018.22,4.7,2798,In Stock,Daraz Seller 88,4.5,Free Delivery,True,https://daraz.pk/product/2,https://via.placeholder.com/300x300?text=Item+2,Quality Fashion available in Pakistan with fast delivery.,Brand B,2025-11-28 08:56:37,0.0
daraz,DRZ00003,Fashion Item 3,Home,30056.44,13338.93,3.2,1754,Out of Stock,Daraz Seller 64,4.3,Cash on Delivery,False,https://daraz.pk/product/3,https://via.placeholder.com/300x300?text=Item+3,Quality Fashion available in Pakistan with fast delivery.,Brand C,2025-11-28 08:56:37,0.0
daraz,DRZ00004,Fashion Item 4,Home,17503.33,54610.69,4.3,2341,Pre-order,Daraz Seller 82,4.3,Free Delivery,False,https://daraz.pk/product/4,https://via.placeholder.com/300x300?text=Item+4,Quality Fashion available in Pakistan with fast delivery.,Brand D,2025-11-28 08:56:37,67.9
daraz,DRZ00005,Fashion Item 5,Electronics,20243.6,51182.2,3.9,1671,Out of Stock,Daraz Seller 41,4.6,Cash on Delivery,False,https://daraz.pk/product/5,https://via.placeholder.com/300x300?text=Item+5,Quality Fashion available in Pakistan with fast delivery.,Brand E,2025-11-28 08:56:37,60.4
daraz,DRZ00006,Fashion Item 6,Sports,33334.08,44298.72,4.8,324,In Stock,Daraz Seller 73,4.6,Free Delivery,True,https://daraz.pk/product/6,https://via.placeholder.com/300x300?text=Item+6,Quality Fashion available in Pakistan with fast delivery.,Brand F,2025-11-28 08:56:37,24.8
daraz,DRZ00007,Fashion Item 7,Electronics,4962.91,30942.65,4.7,2392,Out of Stock,Daraz Seller 15,3.6,Cash on Delivery,True,https://daraz.pk/product/7,https://via.placeholder.com/300x300?text=Item+7,Quality Fashion available in Pakistan with fast delivery.,Brand G,2025-11-28 08:56:37,84.0
daraz,DRZ00008,Fashion Item 8,Home,32135.31,23356.07,4.2,1592,In Stock,Daraz Seller 11,4.0,Free Delivery,True,https://daraz.pk/product/8,https://via.placeholder.com/300x300?text=Item+8,Quality Fashion available in Pakistan with fast delivery.,Brand H,2025-11-28 08:56:37,0.0
daraz,DRZ00009,Fashion Item 9,Fashion,22227.91,6641.89,3.7,2877,Pre-order,Daraz Seller 54,4.4,Free Delivery,False,https://daraz.pk/product/9,https://via.placeholder.com/300x300?text=Item+9,Quality Fashion available in Pakistan with fast delivery.,Brand I,2025-11-28 08:56:37,0.0
daraz,DRZ00010,Fashion Item 10,Electronics,12062.48,8280.68,4.4,627,Out of Stock,Daraz Seller 33,4.3,Cash on Delivery,False,https://daraz.pk/product/10,https://via.placeholder.com/300x300?text=Item+10,Quality Fashion available in Pakistan with fast delivery.,Brand J,2025-11-28 08:56:37,0.0
