platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,verified_seller,url,image_url,description,brand,scraped_at,discount_percent
daraz,DRZ00001,Electronics Item 1,Home,22123.5,14840.96,3.6,1067,Pre-order,Daraz Seller 57,5.0,Cash on Delivery,False,https://daraz.pk/product/1,https://via.placeholder.com/300x300?text=Item+1,Quality Electronics available in Pakistan with fast delivery.,Brand A,2025-11-24 17:55:42,0.0
daraz,DRZ00002,Electronics Item 2,Fashion,7303.98,45207.52,3.6,136,In Stock,Daraz Seller 14,4.9,Cash on Delivery,True,https://daraz.pk/product/2,https://via.placeholder.com/300x300?text=Item+2,Quality Electronics available in Pakistan with fast delivery.,Brand B,2025-11-24 17:55:42,83.8
daraz,DRZ00003,Electronics Item 3,Fashion,5715.65,6461.13,4.2,942,Pre-order,Daraz Seller 68,4.8,Free Delivery,False,https://daraz.pk/product/3,https://via.placeholder.com/300x300?text=Item+3,Quality Electronics available in Pakistan with fast delivery.,Brand C,2025-11-24 17:55:42,11.5
daraz,DRZ00004,Electronics Item 4,Home,27632.4,31806.55,3.6,57,Pre-order,Daraz Seller 86,4.2,Free Delivery,False,https://daraz.pk/product/4,https://via.placeholder.com/300x300?text=Item+4,Quality Electronics available in Pakistan with fast delivery.,Brand D,2025-11-24 17:55:42,13.1
daraz,DRZ00005,Electronics Item 5,Sports,32952.48,17518.31,4.7,2878,Out of Stock,Daraz Seller 10,3.5,Cash on Delivery,True,https://daraz.pk/product/5,https://via.placeholder.com/300x300?text=Item+5,Quality Electronics available in Pakistan with fast delivery.,Brand E,2025-11-24 17:55:42,0.0
daraz,DRZ00006,Electronics Item 6,Sports,39602.38,9603.03,4.4,548,Out of Stock,Daraz Seller 38,4.3,Cash on Delivery,True,https://daraz.pk/product/6,https://via.placeholder.com/300x300?text=Item+6,Quality Electronics available in Pakistan with fast delivery.,Brand F,2025-11-24 17:55:42,0.0
daraz,DRZ00007,Electronics Item 7,Home,2389.09,35751.6,4.0,1893,Pre-order,Daraz Seller 48,4.1,Free Delivery,True,https://daraz.pk/product/7,https://via.placeholder.com/300x300?text=Item+7,Quality Electronics available in Pakistan with fast delivery.,Brand G,2025-11-24 17:55:42,93.3
daraz,DRZ00008,Electronics Item 8,Beauty,13973.52,46424.96,3.0,2864,Out of Stock,Daraz Seller 76,4.0,Free Delivery,False,https://daraz.pk/product/8,https://via.placeholder.com/300x300?text=Item+8,Quality Electronics available in Pakistan with fast delivery.,Brand H,2025-11-24 17:55:42,69.9
daraz,DRZ00009,Electronics Item 9,Fashion,13030.12,1459.7,4.3,2983,In Stock,Daraz Seller 94,3.7,Free Delivery,True,https://daraz.pk/product/9,https://via.placeholder.com/300x300?text=Item+9,Quality Electronics available in Pakistan with fast delivery.,Brand I,2025-11-24 17:55:42,0.0
daraz,DRZ00010,Electronics Item 10,Home,48277.75,1846.02,3.6,2717,In Stock,Daraz Seller 48,4.7,Free Delivery,False,https://daraz.pk/product/10,https://via.placeholder.com/300x300?text=Item+10,Quality Electronics available in Pakistan with fast delivery.,Brand J,2025-11-24 17:55:42,0.0
