platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,prime_eligible,url,image_url,description,brand,scraped_at,discount_percent
amazon,AMZ00001,Beauty Product 1,Electronics,441.12,301.63,4.2,3967,In Stock,Seller 89,4.6,Free Shipping,False,https://amazon.com/product/1,https://via.placeholder.com/300x300?text=Product+1,High-quality Beauty with excellent features and performance.,Brand A,2025-11-24 16:19:30,0.0
amazon,AMZ00002,Beauty Product 2,Fashion,476.34,349.37,4.5,3454,Limited Stock,Seller 84,4.3,Paid Shipping,True,https://amazon.com/product/2,https://via.placeholder.com/300x300?text=Product+2,High-quality Beauty with excellent features and performance.,Brand B,2025-11-24 16:19:30,0.0
amazon,AMZ00003,Beauty Product 3,Sports,86.3,333.95,4.3,553,Pre-order,Seller 50,4.7,Paid Shipping,True,https://amazon.com/product/3,https://via.placeholder.com/300x300?text=Product+3,High-quality Beauty with excellent features and performance.,Brand C,2025-11-24 16:19:30,74.2
amazon,AMZ00004,Beauty Product 4,Home & Kitchen,496.52,467.35,5.0,2600,Pre-order,Seller 7,4.3,Paid Shipping,True,https://amazon.com/product/4,https://via.placeholder.com/300x300?text=Product+4,High-quality Beauty with excellent features and performance.,Brand D,2025-11-24 16:19:30,0.0
amazon,AMZ00005,Beauty Product 5,Home & Kitchen,380.35,180.35,4.9,2771,Pre-order,Seller 97,4.7,Paid Shipping,True,https://amazon.com/product/5,https://via.placeholder.com/300x300?text=Product+5,High-quality Beauty with excellent features and performance.,Brand E,2025-11-24 16:19:30,0.0
amazon,AMZ00006,Beauty Product 6,Sports,345.61,526.99,4.8,127,In Stock,Seller 28,5.0,Free Shipping,False,https://amazon.com/product/6,https://via.placeholder.com/300x300?text=Product+6,High-quality Beauty with excellent features and performance.,Brand F,2025-11-24 16:19:30,34.4
amazon,AMZ00007,Beauty Product 7,Books,116.6,152.13,3.7,1611,In Stock,Seller 76,4.7,Paid Shipping,True,https://amazon.com/product/7,https://via.placeholder.com/300x300?text=Product+7,High-quality Beauty with excellent features and performance.,Brand G,2025-11-24 16:19:30,23.4
amazon,AMZ00008,Beauty Product 8,Electronics,246.65,231.32,4.0,4850,Limited Stock,Seller 34,4.6,Paid Shipping,False,https://amazon.com/product/8,https://via.placeholder.com/300x300?text=Product+8,High-quality Beauty with excellent features and performance.,Brand H,2025-11-24 16:19:30,0.0
amazon,AMZ00009,Beauty Product 9,Books,475.71,133.88,3.8,3330,Limited Stock,Seller 73,4.4,Paid Shipping,False,https://amazon.com/product/9,https://via.placeholder.com/300x300?text=Product+9,High-quality Beauty with excellent features and performance.,Brand I,2025-11-24 16:19:30,0.0
amazon,AMZ00010,Beauty Product 10,Electronics,444.04,188.02,4.2,3981,Limited Stock,Seller 54,4.7,Paid Shipping,True,https://amazon.com/product/10,https://via.placeholder.com/300x300?text=Product+10,High-quality Beauty with excellent features and performance.,Brand J,2025-11-24 16:19:30,0.0
