platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,verified_seller,url,image_url,description,brand,scraped_at,discount_percent
daraz,DRZ00001,Fashion Item 1,Fashion,28890.1,7857.93,4.0,2839,Out of Stock,Daraz Seller 66,4.7,Cash on Delivery,True,https://daraz.pk/product/1,https://via.placeholder.com/300x300?text=Item+1,Quality Fashion available in Pakistan with fast delivery.,Brand A,2025-11-24 00:58:54,0.0
daraz,DRZ00002,Fashion Item 2,Electronics,46259.83,21522.26,3.1,1862,In Stock,Daraz Seller 85,4.0,Cash on Delivery,True,https://daraz.pk/product/2,https://via.placeholder.com/300x300?text=Item+2,Quality Fashion available in Pakistan with fast delivery.,Brand B,2025-11-24 00:58:54,0.0
daraz,DRZ00003,Fashion Item 3,Fashion,25899.11,50792.38,4.6,633,In Stock,Daraz Seller 29,4.1,Free Delivery,False,https://daraz.pk/product/3,https://via.placeholder.com/300x300?text=Item+3,Quality Fashion available in Pakistan with fast delivery.,Brand C,2025-11-24 00:58:54,49.0
daraz,DRZ00004,Fashion Item 4,Beauty,24985.53,22691.84,4.6,1588,Pre-order,Daraz Seller 24,3.8,Free Delivery,True,https://daraz.pk/product/4,https://via.placeholder.com/300x300?text=Item+4,Quality Fashion available in Pakistan with fast delivery.,Brand D,2025-11-24 00:58:54,0.0
daraz,DRZ00005,Fashion Item 5,Sports,36551.05,53596.93,3.9,2868,Out of Stock,Daraz Seller 1,4.6,Cash on Delivery,True,https://daraz.pk/product/5,https://via.placeholder.com/300x300?text=Item+5,Quality Fashion available in Pakistan with fast delivery.,Brand E,2025-11-24 00:58:54,31.8
daraz,DRZ00006,Fashion Item 6,Sports,44257.55,35525.52,4.9,348,Out of Stock,Daraz Seller 80,4.4,Cash on Delivery,False,https://daraz.pk/product/6,https://via.placeholder.com/300x300?text=Item+6,Quality Fashion available in Pakistan with fast delivery.,Brand F,2025-11-24 00:58:54,0.0
daraz,DRZ00007,Fashion Item 7,Fashion,19498.79,13661.25,5.0,1062,Pre-order,Daraz Seller 75,5.0,Cash on Delivery,False,https://daraz.pk/product/7,https://via.placeholder.com/300x300?text=Item+7,Quality Fashion available in Pakistan with fast delivery.,Brand G,2025-11-24 00:58:54,0.0
daraz,DRZ00008,Fashion Item 8,Home,24252.54,40973.34,4.3,1200,Pre-order,Daraz Seller 41,4.1,Free Delivery,False,https://daraz.pk/product/8,https://via.placeholder.com/300x300?text=Item+8,Quality Fashion available in Pakistan with fast delivery.,Brand H,2025-11-24 00:58:54,40.8
daraz,DRZ00009,Fashion Item 9,Beauty,18438.92,8105.04,4.4,2438,Out of Stock,Daraz Seller 34,4.9,Free Delivery,False,https://daraz.pk/product/9,https://via.placeholder.com/300x300?text=Item+9,Quality Fashion available in Pakistan with fast delivery.,Brand I,2025-11-24 00:58:54,0.0
daraz,DRZ00010,Fashion Item 10,Sports,6346.3,57173.56,4.7,1362,Out of Stock,Daraz Seller 80,4.9,Cash on Delivery,False,https://daraz.pk/product/10,https://via.placeholder.com/300x300?text=Item+10,Quality Fashion available in Pakistan with fast delivery.,Brand J,2025-11-24 00:58:54,88.9
daraz,DRZ00011,Fashion Item 11,Beauty,9424.19,48880.92,3.2,1894,In Stock,Daraz Seller 78,3.8,Free Delivery,False,https://daraz.pk/product/11,https://via.placeholder.com/300x300?text=Item+11,Quality Fashion available in Pakistan with fast delivery.,Brand K,2025-11-24 00:58:54,80.7
daraz,DRZ00012,Fashion Item 12,Fashion,11161.78,36322.85,4.8,2128,Out of Stock,Daraz Seller 86,4.3,Free Delivery,False,https://daraz.pk/product/12,https://via.placeholder.com/300x300?text=Item+12,Quality Fashion available in Pakistan with fast delivery.,Brand L,2025-11-24 00:58:54,69.3
daraz,DRZ00013,Fashion Item 13,Electronics,14795.26,51366.9,3.9,752,Pre-order,Daraz Seller 34,4.1,Cash on Delivery,False,https://daraz.pk/product/13,https://via.placeholder.com/300x300?text=Item+13,Quality Fashion available in Pakistan with fast delivery.,Brand M,2025-11-24 00:58:54,71.2
daraz,DRZ00014,Fashion Item 14,Fashion,42532.72,46425.11,3.0,2726,Out of Stock,Daraz Seller 42,4.5,Cash on Delivery,False,https://daraz.pk/product/14,https://via.placeholder.com/300x300?text=Item+14,Quality Fashion available in Pakistan with fast delivery.,Brand N,2025-11-24 00:58:54,8.4
daraz,DRZ00015,Fashion Item 15,Fashion,6539.35,25749.35,3.9,713,In Stock,Daraz Seller 54,4.1,Cash on Delivery,False,https://daraz.pk/product/15,https://via.placeholder.com/300x300?text=Item+15,Quality Fashion available in Pakistan with fast delivery.,Brand O,2025-11-24 00:58:54,74.6
daraz,DRZ00016,Fashion Item 16,Sports,26272.94,40754.99,3.9,1889,In Stock,Daraz Seller 2,5.0,Cash on Delivery,True,https://daraz.pk/product/16,https://via.placeholder.com/300x300?text=Item+16,Quality Fashion available in Pakistan with fast delivery.,Brand P,2025-11-24 00:58:54,35.5
daraz,DRZ00017,Fashion Item 17,Home,28563.46,9980.44,3.5,2801,Out of Stock,Daraz Seller 82,4.6,Cash on Delivery,False,https://daraz.pk/product/17,https://via.placeholder.com/300x300?text=Item+17,Quality Fashion available in Pakistan with fast delivery.,Brand Q,2025-11-24 00:58:54,0.0
daraz,DRZ00018,Fashion Item 18,Sports,25700.65,6888.25,4.1,850,In Stock,Daraz Seller 23,3.7,Cash on Delivery,True,https://daraz.pk/product/18,https://via.placeholder.com/300x300?text=Item+18,Quality Fashion available in Pakistan with fast delivery.,Brand R,2025-11-24 00:58:54,0.0
daraz,DRZ00019,Fashion Item 19,Home,19624.06,24470.74,4.1,819,In Stock,Daraz Seller 48,4.7,Free Delivery,True,https://daraz.pk/product/19,https://via.placeholder.com/300x300?text=Item+19,Quality Fashion available in Pakistan with fast delivery.,Brand S,2025-11-24 00:58:54,19.8
daraz,DRZ00020,Fashion Item 20,Sports,16242.64,44674.94,3.4,2951,Pre-order,Daraz Seller 38,4.6,Cash on Delivery,True,https://daraz.pk/product/20,https://via.placeholder.com/300x300?text=Item+20,Quality Fashion available in Pakistan with fast delivery.,Brand T,2025-11-24 00:58:54,63.6
daraz,DRZ00021,Fashion Item 21,Fashion,13132.49,28853.7,4.2,2523,Out of Stock,Daraz Seller 10,4.1,Free Delivery,True,https://daraz.pk/product/21,https://via.placeholder.com/300x300?text=Item+21,Quality Fashion available in Pakistan with fast delivery.,Brand U,2025-11-24 00:58:54,54.5
daraz,DRZ00022,Fashion Item 22,Beauty,8110.18,26982.46,3.9,2533,Out of Stock,Daraz Seller 53,3.9,Free Delivery,True,https://daraz.pk/product/22,https://via.placeholder.com/300x300?text=Item+22,Quality Fashion available in Pakistan with fast delivery.,Brand V,2025-11-24 00:58:54,69.9
daraz,DRZ00023,Fashion Item 23,Beauty,17997.54,1768.88,3.3,867,Pre-order,Daraz Seller 42,4.2,Cash on Delivery,True,https://daraz.pk/product/23,https://via.placeholder.com/300x300?text=Item+23,Quality Fashion available in Pakistan with fast delivery.,Brand W,2025-11-24 00:58:54,0.0
daraz,DRZ00024,Fashion Item 24,Sports,20309.34,42695.98,4.1,2277,Pre-order,Daraz Seller 59,4.6,Free Delivery,True,https://daraz.pk/product/24,https://via.placeholder.com/300x300?text=Item+24,Quality Fashion available in Pakistan with fast delivery.,Brand X,2025-11-24 00:58:54,52.4
daraz,DRZ00025,Fashion Item 25,Beauty,19289.51,10937.24,3.4,1176,Out of Stock,Daraz Seller 43,3.8,Free Delivery,True,https://daraz.pk/product/25,https://via.placeholder.com/300x300?text=Item+25,Quality Fashion available in Pakistan with fast delivery.,Brand Y,2025-11-24 00:58:54,0.0
daraz,DRZ00026,Fashion Item 26,Sports,32514.77,54156.73,3.9,455,Out of Stock,Daraz Seller 89,4.7,Free Delivery,False,https://daraz.pk/product/26,https://via.placeholder.com/300x300?text=Item+26,Quality Fashion available in Pakistan with fast delivery.,Brand Z,2025-11-24 00:58:54,40.0
