platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,prime_eligible,url,image_url,description,brand,scraped_at,discount_percent
amazon,AMZ00001,Electronics Product 1,Books,229.43,300.59,4.4,302,Limited Stock,Seller 6,4.3,Free Shipping,True,https://amazon.com/product/1,https://via.placeholder.com/300x300?text=Product+1,High-quality Electronics with excellent features and performance.,Brand A,2025-11-27 18:17:53,23.7
amazon,AMZ00002,Electronics Product 2,Sports,177.42,146.34,4.6,1611,In Stock,Seller 77,4.5,Free Shipping,True,https://amazon.com/product/2,https://via.placeholder.com/300x300?text=Product+2,High-quality Electronics with excellent features and performance.,Brand B,2025-11-27 18:17:53,0.0
amazon,AMZ00003,Electronics Product 3,Sports,252.74,114.58,4.4,3281,Pre-order,Seller 24,4.1,Free Shipping,True,https://amazon.com/product/3,https://via.placeholder.com/300x300?text=Product+3,High-quality Electronics with excellent features and performance.,Brand C,2025-11-27 18:17:53,0.0
amazon,AMZ00004,Electronics Product 4,Books,281.27,304.0,3.7,530,In Stock,Seller 70,4.9,Free Shipping,True,https://amazon.com/product/4,https://via.placeholder.com/300x300?text=Product+4,High-quality Electronics with excellent features and performance.,Brand D,2025-11-27 18:17:53,7.5
amazon,AMZ00005,Electronics Product 5,Sports,411.6,187.78,3.5,3520,In Stock,Seller 33,4.6,Free Shipping,True,https://amazon.com/product/5,https://via.placeholder.com/300x300?text=Product+5,High-quality Electronics with excellent features and performance.,Brand E,2025-11-27 18:17:53,0.0
amazon,AMZ00006,Electronics Product 6,Books,190.88,46.98,4.4,3011,Pre-order,Seller 22,4.2,Paid Shipping,True,https://amazon.com/product/6,https://via.placeholder.com/300x300?text=Product+6,High-quality Electronics with excellent features and performance.,Brand F,2025-11-27 18:17:53,0.0
amazon,AMZ00007,Electronics Product 7,Fashion,143.59,360.61,4.6,3604,In Stock,Seller 87,4.7,Paid Shipping,True,https://amazon.com/product/7,https://via.placeholder.com/300x300?text=Product+7,High-quality Electronics with excellent features and performance.,Brand G,2025-11-27 18:17:53,60.2
amazon,AMZ00008,Electronics Product 8,Home & Kitchen,173.56,55.62,4.9,1622,In Stock,Seller 34,4.3,Free Shipping,False,https://amazon.com/product/8,https://via.placeholder.com/300x300?text=Product+8,High-quality Electronics with excellent features and performance.,Brand H,2025-11-27 18:17:53,0.0
amazon,AMZ00009,Electronics Product 9,Electronics,333.94,136.74,3.7,4842,In Stock,Seller 100,4.9,Paid Shipping,True,https://amazon.com/product/9,https://via.placeholder.com/300x300?text=Product+9,High-quality Electronics with excellent features and performance.,Brand I,2025-11-27 18:17:53,0.0
amazon,AMZ00010,Electronics Product 10,Electronics,89.53,134.44,4.3,1764,In Stock,Seller 24,4.8,Free Shipping,False,https://amazon.com/product/10,https://via.placeholder.com/300x300?text=Product+10,High-quality Electronics with excellent features and performance.,Brand J,2025-11-27 18:17:53,33.4
amazon,AMZ00011,Electronics Product 11,Home & Kitchen,103.37,25.43,3.6,2635,In Stock,Seller 57,4.8,Free Shipping,False,https://amazon.com/product/11,https://via.placeholder.com/300x300?text=Product+11,High-quality Electronics with excellent features and performance.,Brand K,2025-11-27 18:17:53,0.0
amazon,AMZ00012,Electronics Product 12,Books,316.84,541.13,4.2,2082,Pre-order,Seller 44,4.3,Free Shipping,True,https://amazon.com/product/12,https://via.placeholder.com/300x300?text=Product+12,High-quality Electronics with excellent features and performance.,Brand L,2025-11-27 18:17:53,41.4
