platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,verified_seller,url,image_url,description,brand,scraped_at,discount_percent
daraz,DRZ00001,Electronics Item 1,Electronics,43747.93,9721.01,4.6,98,Out of Stock,Daraz Seller 78,3.9,Free Delivery,True,https://daraz.pk/product/1,https://via.placeholder.com/300x300?text=Item+1,Quality Electronics available in Pakistan with fast delivery.,Brand A,2025-11-27 22:27:42,0.0
daraz,DRZ00002,Electronics Item 2,Electronics,33978.08,50981.97,3.1,2066,Out of Stock,Daraz Seller 52,4.7,Cash on Delivery,False,https://daraz.pk/product/2,https://via.placeholder.com/300x300?text=Item+2,Quality Electronics available in Pakistan with fast delivery.,Brand B,2025-11-27 22:27:42,33.4
daraz,DRZ00003,Electronics Item 3,Home,896.5,48433.79,5.0,126,In Stock,Daraz Seller 11,3.7,Free Delivery,True,https://daraz.pk/product/3,https://via.placeholder.com/300x300?text=Item+3,Quality Electronics available in Pakistan with fast delivery.,Brand C,2025-11-27 22:27:42,98.1
daraz,DRZ00004,Electronics Item 4,Beauty,26815.43,11785.14,4.6,2081,In Stock,Daraz Seller 45,4.5,Cash on Delivery,False,https://daraz.pk/product/4,https://via.placeholder.com/300x300?text=Item+4,Quality Electronics available in Pakistan with fast delivery.,Brand D,2025-11-27 22:27:42,0.0
daraz,DRZ00005,Electronics Item 5,Electronics,19450.11,47147.36,4.4,2584,In Stock,Daraz Seller 46,4.9,Cash on Delivery,True,https://daraz.pk/product/5,https://via.placeholder.com/300x300?text=Item+5,Quality Electronics available in Pakistan with fast delivery.,Brand E,2025-11-27 22:27:42,58.7
daraz,DRZ00006,Electronics Item 6,Fashion,49062.69,6619.1,3.8,110,Out of Stock,Daraz Seller 73,4.6,Free Delivery,False,https://daraz.pk/product/6,https://via.placeholder.com/300x300?text=Item+6,Quality Electronics available in Pakistan with fast delivery.,Brand F,2025-11-27 22:27:42,0.0
daraz,DRZ00007,Electronics Item 7,Home,48797.27,50219.18,3.1,1051,Pre-order,Daraz Seller 82,3.9,Cash on Delivery,False,https://daraz.pk/product/7,https://via.placeholder.com/300x300?text=Item+7,Quality Electronics available in Pakistan with fast delivery.,Brand G,2025-11-27 22:27:42,2.8
daraz,DRZ00008,Electronics Item 8,Home,38140.16,35575.37,3.8,2309,In Stock,Daraz Seller 84,4.2,Cash on Delivery,True,https://daraz.pk/product/8,https://via.placeholder.com/300x300?text=Item+8,Quality Electronics available in Pakistan with fast delivery.,Brand H,2025-11-27 22:27:42,0.0
daraz,DRZ00009,Electronics Item 9,Fashion,49159.64,35143.38,4.1,793,In Stock,Daraz Seller 35,4.9,Cash on Delivery,True,https://daraz.pk/product/9,https://via.placeholder.com/300x300?text=Item+9,Quality Electronics available in Pakistan with fast delivery.,Brand I,2025-11-27 22:27:42,0.0
daraz,DRZ00010,Electronics Item 10,Fashion,13230.12,37058.86,3.7,2811,Pre-order,Daraz Seller 44,3.8,Cash on Delivery,False,https://daraz.pk/product/10,https://via.placeholder.com/300x300?text=Item+10,Quality Electronics available in Pakistan with fast delivery.,Brand J,2025-11-27 22:27:42,64.3
