platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,prime_eligible,url,image_url,description,brand,scraped_at,discount_percent
amazon,AMZ00001,Beauty Product 1,Sports,114.99,584.12,4.9,3143,Pre-order,Seller 37,4.8,Free Shipping,True,https://amazon.com/product/1,https://via.placeholder.com/300x300?text=Product+1,High-quality Beauty with excellent features and performance.,Brand A,2025-11-27 22:06:53,80.3
amazon,AMZ00002,Beauty Product 2,Home & Kitchen,301.95,387.29,4.4,4376,Limited Stock,Seller 10,4.2,Paid Shipping,True,https://amazon.com/product/2,https://via.placeholder.com/300x300?text=Product+2,High-quality Beauty with excellent features and performance.,Brand B,2025-11-27 22:06:53,22.0
amazon,AMZ00003,Beauty Product 3,Fashion,224.04,85.79,4.6,2214,Limited Stock,Seller 1,4.4,Free Shipping,False,https://amazon.com/product/3,https://via.placeholder.com/300x300?text=Product+3,High-quality Beauty with excellent features and performance.,Brand C,2025-11-27 22:06:53,0.0
amazon,AMZ00004,Beauty Product 4,Sports,222.0,95.27,4.0,4426,In Stock,Seller 86,4.6,Paid Shipping,False,https://amazon.com/product/4,https://via.placeholder.com/300x300?text=Product+4,High-quality Beauty with excellent features and performance.,Brand D,2025-11-27 22:06:53,0.0
amazon,AMZ00005,Beauty Product 5,Electronics,60.51,289.85,3.7,1288,In Stock,Seller 36,5.0,Paid Shipping,True,https://amazon.com/product/5,https://via.placeholder.com/300x300?text=Product+5,High-quality Beauty with excellent features and performance.,Brand E,2025-11-27 22:06:53,79.1
amazon,AMZ00006,Beauty Product 6,Electronics,12.59,212.5,3.6,2688,In Stock,Seller 24,4.1,Free Shipping,False,https://amazon.com/product/6,https://via.placeholder.com/300x300?text=Product+6,High-quality Beauty with excellent features and performance.,Brand F,2025-11-27 22:06:53,94.1
amazon,AMZ00007,Beauty Product 7,Sports,23.88,389.84,4.2,4280,Pre-order,Seller 74,4.9,Paid Shipping,True,https://amazon.com/product/7,https://via.placeholder.com/300x300?text=Product+7,High-quality Beauty with excellent features and performance.,Brand G,2025-11-27 22:06:53,93.9
amazon,AMZ00008,Beauty Product 8,Home & Kitchen,117.18,354.45,4.4,4079,Pre-order,Seller 52,4.1,Paid Shipping,False,https://amazon.com/product/8,https://via.placeholder.com/300x300?text=Product+8,High-quality Beauty with excellent features and performance.,Brand H,2025-11-27 22:06:53,66.9
amazon,AMZ00009,Beauty Product 9,Books,441.54,324.83,5.0,4659,Limited Stock,Seller 17,4.5,Free Shipping,True,https://amazon.com/product/9,https://via.placeholder.com/300x300?text=Product+9,High-quality Beauty with excellent features and performance.,Brand I,2025-11-27 22:06:53,0.0
amazon,AMZ00010,Beauty Product 10,Books,200.43,126.67,3.7,4640,In Stock,Seller 69,4.1,Paid Shipping,True,https://amazon.com/product/10,https://via.placeholder.com/300x300?text=Product+10,High-quality Beauty with excellent features and performance.,Brand J,2025-11-27 22:06:53,0.0
amazon,AMZ00011,Beauty Product 11,Electronics,160.92,122.56,3.7,2905,In Stock,Seller 94,5.0,Paid Shipping,True,https://amazon.com/product/11,https://via.placeholder.com/300x300?text=Product+11,High-quality Beauty with excellent features and performance.,Brand K,2025-11-27 22:06:53,0.0
amazon,AMZ00012,Beauty Product 12,Books,58.97,598.64,4.4,3318,Pre-order,Seller 42,4.5,Free Shipping,True,https://amazon.com/product/12,https://via.placeholder.com/300x300?text=Product+12,High-quality Beauty with excellent features and performance.,Brand L,2025-11-27 22:06:53,90.1
amazon,AMZ00013,Beauty Product 13,Fashion,190.13,389.3,4.6,218,In Stock,Seller 76,4.5,Paid Shipping,True,https://amazon.com/product/13,https://via.placeholder.com/300x300?text=Product+13,High-quality Beauty with excellent features and performance.,Brand M,2025-11-27 22:06:53,51.2
amazon,AMZ00014,Beauty Product 14,Electronics,110.59,308.72,4.9,575,Limited Stock,Seller 32,4.5,Paid Shipping,True,https://amazon.com/product/14,https://via.placeholder.com/300x300?text=Product+14,High-quality Beauty with excellent features and performance.,Brand N,2025-11-27 22:06:53,64.2
amazon,AMZ00015,Beauty Product 15,Fashion,367.94,441.53,3.7,3323,Pre-order,Seller 32,4.3,Free Shipping,True,https://amazon.com/product/15,https://via.placeholder.com/300x300?text=Product+15,High-quality Beauty with excellent features and performance.,Brand O,2025-11-27 22:06:53,16.7
amazon,AMZ00016,Beauty Product 16,Books,242.21,409.84,4.4,2397,In Stock,Seller 82,4.6,Paid Shipping,False,https://amazon.com/product/16,https://via.placeholder.com/300x300?text=Product+16,High-quality Beauty with excellent features and performance.,Brand P,2025-11-27 22:06:53,40.9
amazon,AMZ00017,Beauty Product 17,Sports,166.54,566.55,5.0,4816,In Stock,Seller 66,4.8,Paid Shipping,False,https://amazon.com/product/17,https://via.placeholder.com/300x300?text=Product+17,High-quality Beauty with excellent features and performance.,Brand Q,2025-11-27 22:06:53,70.6
amazon,AMZ00018,Beauty Product 18,Books,392.49,401.17,4.3,1266,Pre-order,Seller 2,4.3,Paid Shipping,False,https://amazon.com/product/18,https://via.placeholder.com/300x300?text=Product+18,High-quality Beauty with excellent features and performance.,Brand R,2025-11-27 22:06:53,2.2
amazon,AMZ00019,Beauty Product 19,Home & Kitchen,168.74,37.97,4.0,4037,In Stock,Seller 55,4.4,Free Shipping,False,https://amazon.com/product/19,https://via.placeholder.com/300x300?text=Product+19,High-quality Beauty with excellent features and performance.,Brand S,2025-11-27 22:06:53,0.0
amazon,AMZ00020,Beauty Product 20,Fashion,352.05,298.97,4.2,2426,In Stock,Seller 78,4.5,Paid Shipping,False,https://amazon.com/product/20,https://via.placeholder.com/300x300?text=Product+20,High-quality Beauty with excellent features and performance.,Brand T,2025-11-27 22:06:53,0.0
amazon,AMZ00021,Beauty Product 21,Books,410.26,242.95,4.4,1913,Limited Stock,Seller 51,4.6,Paid Shipping,True,https://amazon.com/product/21,https://via.placeholder.com/300x300?text=Product+21,High-quality Beauty with excellent features and performance.,Brand U,2025-11-27 22:06:53,0.0
amazon,AMZ00022,Beauty Product 22,Fashion,35.03,277.67,4.3,4247,Limited Stock,Seller 58,4.3,Paid Shipping,True,https://amazon.com/product/22,https://via.placeholder.com/300x300?text=Product+22,High-quality Beauty with excellent features and performance.,Brand V,2025-11-27 22:06:53,87.4
amazon,AMZ00023,Beauty Product 23,Electronics,474.74,297.13,3.9,402,Limited Stock,Seller 20,4.3,Free Shipping,True,https://amazon.com/product/23,https://via.placeholder.com/300x300?text=Product+23,High-quality Beauty with excellent features and performance.,Brand W,2025-11-27 22:06:53,0.0
amazon,AMZ00024,Beauty Product 24,Home & Kitchen,361.77,219.13,4.7,3745,Pre-order,Seller 18,4.5,Free Shipping,False,https://amazon.com/product/24,https://via.placeholder.com/300x300?text=Product+24,High-quality Beauty with excellent features and performance.,Brand X,2025-11-27 22:06:53,0.0
amazon,AMZ00025,Beauty Product 25,Sports,241.29,208.56,3.7,2421,In Stock,Seller 98,4.4,Paid Shipping,False,https://amazon.com/product/25,https://via.placeholder.com/300x300?text=Product+25,High-quality Beauty with excellent features and performance.,Brand Y,2025-11-27 22:06:53,0.0
amazon,AMZ00026,Beauty Product 26,Electronics,404.76,280.5,4.1,44,Pre-order,Seller 53,4.6,Free Shipping,False,https://amazon.com/product/26,https://via.placeholder.com/300x300?text=Product+26,High-quality Beauty with excellent features and performance.,Brand Z,2025-11-27 22:06:53,0.0
amazon,AMZ00027,Beauty Product 27,Books,107.19,41.84,4.5,3194,Limited Stock,Seller 67,4.6,Paid Shipping,True,https://amazon.com/product/27,https://via.placeholder.com/300x300?text=Product+27,High-quality Beauty with excellent features and performance.,Brand A,2025-11-27 22:06:53,0.0
amazon,AMZ00028,Beauty Product 28,Home & Kitchen,15.66,381.51,4.5,1288,In Stock,Seller 19,4.2,Free Shipping,True,https://amazon.com/product/28,https://via.placeholder.com/300x300?text=Product+28,High-quality Beauty with excellent features and performance.,Brand B,2025-11-27 22:06:53,95.9
amazon,AMZ00029,Beauty Product 29,Fashion,19.19,476.39,4.1,3107,Pre-order,Seller 58,4.3,Free Shipping,False,https://amazon.com/product/29,https://via.placeholder.com/300x300?text=Product+29,High-quality Beauty with excellent features and performance.,Brand C,2025-11-27 22:06:53,96.0
amazon,AMZ00030,Beauty Product 30,Home & Kitchen,489.29,197.72,3.9,1933,Pre-order,Seller 93,4.7,Free Shipping,False,https://amazon.com/product/30,https://via.placeholder.com/300x300?text=Product+30,High-quality Beauty with excellent features and performance.,Brand D,2025-11-27 22:06:53,0.0
amazon,AMZ00031,Beauty Product 31,Home & Kitchen,294.82,37.6,4.4,587,Pre-order,Seller 79,4.0,Free Shipping,True,https://amazon.com/product/31,https://via.placeholder.com/300x300?text=Product+31,High-quality Beauty with excellent features and performance.,Brand E,2025-11-27 22:06:53,0.0
amazon,AMZ00032,Beauty Product 32,Sports,273.95,194.66,4.0,3091,Limited Stock,Seller 11,4.5,Free Shipping,True,https://amazon.com/product/32,https://via.placeholder.com/300x300?text=Product+32,High-quality Beauty with excellent features and performance.,Brand F,2025-11-27 22:06:53,0.0
amazon,AMZ00033,Beauty Product 33,Books,197.2,482.83,3.9,845,Pre-order,Seller 84,4.1,Free Shipping,True,https://amazon.com/product/33,https://via.placeholder.com/300x300?text=Product+33,High-quality Beauty with excellent features and performance.,Brand G,2025-11-27 22:06:53,59.2
amazon,AMZ00034,Beauty Product 34,Sports,193.3,43.1,4.1,555,In Stock,Seller 94,4.9,Free Shipping,False,https://amazon.com/product/34,https://via.placeholder.com/300x300?text=Product+34,High-quality Beauty with excellent features and performance.,Brand H,2025-11-27 22:06:53,0.0
amazon,AMZ00035,Beauty Product 35,Books,68.26,386.67,4.0,3224,In Stock,Seller 63,4.2,Free Shipping,False,https://amazon.com/product/35,https://via.placeholder.com/300x300?text=Product+35,High-quality Beauty with excellent features and performance.,Brand I,2025-11-27 22:06:53,82.3
