platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,prime_eligible,url,image_url,description,brand,scraped_at,discount_percent
amazon,AMZ00001,Fashion Product 1,Electronics,151.66,376.34,3.6,575,In Stock,Seller 55,4.8,Paid Shipping,True,https://amazon.com/product/1,https://via.placeholder.com/300x300?text=Product+1,High-quality Fashion with excellent features and performance.,Brand A,2025-11-24 01:01:00,59.7
amazon,AMZ00002,Fashion Product 2,Home & Kitchen,438.83,380.91,4.5,3565,In Stock,Seller 30,4.2,Paid Shipping,True,https://amazon.com/product/2,https://via.placeholder.com/300x300?text=Product+2,High-quality Fashion with excellent features and performance.,Brand B,2025-11-24 01:01:00,0.0
amazon,AMZ00003,Fashion Product 3,Electronics,263.28,547.18,4.3,1964,Pre-order,Seller 9,5.0,Paid Shipping,False,https://amazon.com/product/3,https://via.placeholder.com/300x300?text=Product+3,High-quality Fashion with excellent features and performance.,Brand C,2025-11-24 01:01:00,51.9
amazon,AMZ00004,Fashion Product 4,Electronics,456.59,235.88,3.8,4460,Limited Stock,Seller 18,4.2,Free Shipping,False,https://amazon.com/product/4,https://via.placeholder.com/300x300?text=Product+4,High-quality Fashion with excellent features and performance.,Brand D,2025-11-24 01:01:00,0.0
amazon,AMZ00005,Fashion Product 5,Fashion,447.1,495.33,4.9,4413,Limited Stock,Seller 68,4.2,Free Shipping,True,https://amazon.com/product/5,https://via.placeholder.com/300x300?text=Product+5,High-quality Fashion with excellent features and performance.,Brand E,2025-11-24 01:01:00,9.7
amazon,AMZ00006,Fashion Product 6,Books,58.71,302.65,4.5,845,Limited Stock,Seller 58,4.9,Paid Shipping,False,https://amazon.com/product/6,https://via.placeholder.com/300x300?text=Product+6,High-quality Fashion with excellent features and performance.,Brand F,2025-11-24 01:01:00,80.6
amazon,AMZ00007,Fashion Product 7,Sports,57.62,516.62,4.7,2949,Limited Stock,Seller 68,4.8,Paid Shipping,True,https://amazon.com/product/7,https://via.placeholder.com/300x300?text=Product+7,High-quality Fashion with excellent features and performance.,Brand G,2025-11-24 01:01:00,88.8
amazon,AMZ00008,Fashion Product 8,Home & Kitchen,336.63,537.04,4.6,4555,Limited Stock,Seller 31,4.3,Paid Shipping,False,https://amazon.com/product/8,https://via.placeholder.com/300x300?text=Product+8,High-quality Fashion with excellent features and performance.,Brand H,2025-11-24 01:01:00,37.3
amazon,AMZ00009,Fashion Product 9,Home & Kitchen,294.41,450.71,4.6,2230,In Stock,Seller 54,4.2,Free Shipping,False,https://amazon.com/product/9,https://via.placeholder.com/300x300?text=Product+9,High-quality Fashion with excellent features and performance.,Brand I,2025-11-24 01:01:00,34.7
amazon,AMZ00010,Fashion Product 10,Electronics,401.39,182.96,3.6,4963,Limited Stock,Seller 93,4.5,Paid Shipping,False,https://amazon.com/product/10,https://via.placeholder.com/300x300?text=Product+10,High-quality Fashion with excellent features and performance.,Brand J,2025-11-24 01:01:00,0.0
