platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,verified_seller,url,image_url,description,brand,scraped_at,discount_percent
daraz,DRZ00001,Electronics Item 1,Beauty,22882.25,12460.41,4.3,2708,In Stock,Daraz Seller 8,4.1,Free Delivery,False,https://daraz.pk/product/1,https://via.placeholder.com/300x300?text=Item+1,Quality Electronics available in Pakistan with fast delivery.,Brand A,2025-11-24 01:14:45,0.0
daraz,DRZ00002,Electronics Item 2,Beauty,26643.58,51598.74,3.9,2616,Pre-order,Daraz Seller 83,5.0,Cash on Delivery,False,https://daraz.pk/product/2,https://via.placeholder.com/300x300?text=Item+2,Quality Electronics available in Pakistan with fast delivery.,Brand B,2025-11-24 01:14:45,48.4
daraz,DRZ00003,Electronics Item 3,Beauty,30799.65,33179.05,4.7,2164,Out of Stock,Daraz Seller 11,4.0,Free Delivery,False,https://daraz.pk/product/3,https://via.placeholder.com/300x300?text=Item+3,Quality Electronics available in Pakistan with fast delivery.,Brand C,2025-11-24 01:14:45,7.2
daraz,DRZ00004,Electronics Item 4,Beauty,32184.64,9364.5,4.6,167,Pre-order,Daraz Seller 61,4.1,Free Delivery,False,https://daraz.pk/product/4,https://via.placeholder.com/300x300?text=Item+4,Quality Electronics available in Pakistan with fast delivery.,Brand D,2025-11-24 01:14:45,0.0
daraz,DRZ00005,Electronics Item 5,Electronics,16037.3,3880.36,3.5,369,Out of Stock,Daraz Seller 3,3.7,Cash on Delivery,False,https://daraz.pk/product/5,https://via.placeholder.com/300x300?text=Item+5,Quality Electronics available in Pakistan with fast delivery.,Brand E,2025-11-24 01:14:45,0.0
daraz,DRZ00006,Electronics Item 6,Home,48847.11,32149.63,4.3,1349,Pre-order,Daraz Seller 37,4.2,Free Delivery,False,https://daraz.pk/product/6,https://via.placeholder.com/300x300?text=Item+6,Quality Electronics available in Pakistan with fast delivery.,Brand F,2025-11-24 01:14:45,0.0
daraz,DRZ00007,Electronics Item 7,Home,6163.29,10891.42,3.1,413,In Stock,Daraz Seller 37,4.1,Cash on Delivery,False,https://daraz.pk/product/7,https://via.placeholder.com/300x300?text=Item+7,Quality Electronics available in Pakistan with fast delivery.,Brand G,2025-11-24 01:14:45,43.4
daraz,DRZ00008,Electronics Item 8,Sports,38166.16,8910.63,3.9,593,Pre-order,Daraz Seller 28,3.8,Cash on Delivery,True,https://daraz.pk/product/8,https://via.placeholder.com/300x300?text=Item+8,Quality Electronics available in Pakistan with fast delivery.,Brand H,2025-11-24 01:14:45,0.0
daraz,DRZ00009,Electronics Item 9,Sports,1178.63,5807.14,4.4,1138,Out of Stock,Daraz Seller 52,4.6,Cash on Delivery,True,https://daraz.pk/product/9,https://via.placeholder.com/300x300?text=Item+9,Quality Electronics available in Pakistan with fast delivery.,Brand I,2025-11-24 01:14:45,79.7
daraz,DRZ00010,Electronics Item 10,Beauty,3901.32,31339.14,4.3,982,In Stock,Daraz Seller 23,3.9,Free Delivery,True,https://daraz.pk/product/10,https://via.placeholder.com/300x300?text=Item+10,Quality Electronics available in Pakistan with fast delivery.,Brand J,2025-11-24 01:14:45,87.6
daraz,DRZ00011,Electronics Item 11,Home,20779.97,56051.77,4.4,1221,In Stock,Daraz Seller 57,4.3,Cash on Delivery,True,https://daraz.pk/product/11,https://via.placeholder.com/300x300?text=Item+11,Quality Electronics available in Pakistan with fast delivery.,Brand K,2025-11-24 01:14:45,62.9
daraz,DRZ00012,Electronics Item 12,Fashion,8723.5,58306.08,3.9,2762,Pre-order,Daraz Seller 31,4.4,Cash on Delivery,True,https://daraz.pk/product/12,https://via.placeholder.com/300x300?text=Item+12,Quality Electronics available in Pakistan with fast delivery.,Brand L,2025-11-24 01:14:45,85.0
daraz,DRZ00013,Electronics Item 13,Beauty,34943.36,46891.74,3.7,2157,Out of Stock,Daraz Seller 13,4.2,Free Delivery,False,https://daraz.pk/product/13,https://via.placeholder.com/300x300?text=Item+13,Quality Electronics available in Pakistan with fast delivery.,Brand M,2025-11-24 01:14:45,25.5
daraz,DRZ00014,Electronics Item 14,Sports,23101.37,33470.61,3.5,378,Pre-order,Daraz Seller 18,4.9,Cash on Delivery,False,https://daraz.pk/product/14,https://via.placeholder.com/300x300?text=Item+14,Quality Electronics available in Pakistan with fast delivery.,Brand N,2025-11-24 01:14:45,31.0
daraz,DRZ00015,Electronics Item 15,Electronics,42761.49,30422.84,3.7,542,Pre-order,Daraz Seller 100,3.6,Cash on Delivery,False,https://daraz.pk/product/15,https://via.placeholder.com/300x300?text=Item+15,Quality Electronics available in Pakistan with fast delivery.,Brand O,2025-11-24 01:14:45,0.0
daraz,DRZ00016,Electronics Item 16,Home,41711.4,17911.55,4.0,498,Out of Stock,Daraz Seller 60,4.0,Free Delivery,True,https://daraz.pk/product/16,https://via.placeholder.com/300x300?text=Item+16,Quality Electronics available in Pakistan with fast delivery.,Brand P,2025-11-24 01:14:45,0.0
daraz,DRZ00017,Electronics Item 17,Electronics,35826.86,45756.46,3.3,1413,Out of Stock,Daraz Seller 58,4.4,Cash on Delivery,True,https://daraz.pk/product/17,https://via.placeholder.com/300x300?text=Item+17,Quality Electronics available in Pakistan with fast delivery.,Brand Q,2025-11-24 01:14:45,21.7
daraz,DRZ00018,Electronics Item 18,Fashion,14677.62,11595.69,4.0,1711,Out of Stock,Daraz Seller 99,4.6,Cash on Delivery,False,https://daraz.pk/product/18,https://via.placeholder.com/300x300?text=Item+18,Quality Electronics available in Pakistan with fast delivery.,Brand R,2025-11-24 01:14:45,0.0
daraz,DRZ00019,Electronics Item 19,Home,25492.47,12352.77,3.1,1709,Out of Stock,Daraz Seller 13,4.8,Free Delivery,True,https://daraz.pk/product/19,https://via.placeholder.com/300x300?text=Item+19,Quality Electronics available in Pakistan with fast delivery.,Brand S,2025-11-24 01:14:45,0.0
daraz,DRZ00020,Electronics Item 20,Home,8609.37,43857.12,4.1,2618,Pre-order,Daraz Seller 39,4.4,Cash on Delivery,False,https://daraz.pk/product/20,https://via.placeholder.com/300x300?text=Item+20,Quality Electronics available in Pakistan with fast delivery.,Brand T,2025-11-24 01:14:45,80.4
daraz,DRZ00021,Electronics Item 21,Home,26992.15,22125.61,3.6,439,Pre-order,Daraz Seller 20,4.0,Cash on Delivery,True,https://daraz.pk/product/21,https://via.placeholder.com/300x300?text=Item+21,Quality Electronics available in Pakistan with fast delivery.,Brand U,2025-11-24 01:14:45,0.0
daraz,DRZ00022,Electronics Item 22,Electronics,20882.43,44063.44,4.5,711,In Stock,Daraz Seller 29,3.6,Free Delivery,True,https://daraz.pk/product/22,https://via.placeholder.com/300x300?text=Item+22,Quality Electronics available in Pakistan with fast delivery.,Brand V,2025-11-24 01:14:45,52.6
daraz,DRZ00023,Electronics Item 23,Electronics,14515.11,29453.98,4.1,760,Out of Stock,Daraz Seller 91,3.7,Cash on Delivery,False,https://daraz.pk/product/23,https://via.placeholder.com/300x300?text=Item+23,Quality Electronics available in Pakistan with fast delivery.,Brand W,2025-11-24 01:14:45,50.7
daraz,DRZ00024,Electronics Item 24,Beauty,42385.5,45071.07,3.4,1807,In Stock,Daraz Seller 29,4.9,Free Delivery,False,https://daraz.pk/product/24,https://via.placeholder.com/300x300?text=Item+24,Quality Electronics available in Pakistan with fast delivery.,Brand X,2025-11-24 01:14:45,6.0
daraz,DRZ00025,Electronics Item 25,Fashion,2090.33,55172.47,3.7,2676,Pre-order,Daraz Seller 17,4.6,Free Delivery,False,https://daraz.pk/product/25,https://via.placeholder.com/300x300?text=Item+25,Quality Electronics available in Pakistan with fast delivery.,Brand Y,2025-11-24 01:14:45,96.2
daraz,DRZ00026,Electronics Item 26,Home,41577.08,55482.02,3.9,1065,Pre-order,Daraz Seller 1,4.7,Cash on Delivery,False,https://daraz.pk/product/26,https://via.placeholder.com/300x300?text=Item+26,Quality Electronics available in Pakistan with fast delivery.,Brand Z,2025-11-24 01:14:45,25.1
daraz,DRZ00027,Electronics Item 27,Electronics,41643.12,56358.41,3.9,2256,Pre-order,Daraz Seller 8,4.6,Free Delivery,False,https://daraz.pk/product/27,https://via.placeholder.com/300x300?text=Item+27,Quality Electronics available in Pakistan with fast delivery.,Brand A,2025-11-24 01:14:45,26.1
daraz,DRZ00028,Electronics Item 28,Beauty,33669.12,4120.37,4.5,890,In Stock,Daraz Seller 73,3.8,Cash on Delivery,True,https://daraz.pk/product/28,https://via.placeholder.com/300x300?text=Item+28,Quality Electronics available in Pakistan with fast delivery.,Brand B,2025-11-24 01:14:45,0.0
daraz,DRZ00029,Electronics Item 29,Beauty,33769.4,8803.73,4.7,2002,In Stock,Daraz Seller 88,4.3,Cash on Delivery,True,https://daraz.pk/product/29,https://via.placeholder.com/300x300?text=Item+29,Quality Electronics available in Pakistan with fast delivery.,Brand C,2025-11-24 01:14:45,0.0
daraz,DRZ00030,Electronics Item 30,Fashion,49944.44,27640.12,4.3,1904,In Stock,Daraz Seller 25,4.2,Free Delivery,False,https://daraz.pk/product/30,https://via.placeholder.com/300x300?text=Item+30,Quality Electronics available in Pakistan with fast delivery.,Brand D,2025-11-24 01:14:45,0.0
daraz,DRZ00031,Electronics Item 31,Sports,47915.53,20396.47,4.3,2688,Pre-order,Daraz Seller 17,4.9,Cash on Delivery,False,https://daraz.pk/product/31,https://via.placeholder.com/300x300?text=Item+31,Quality Electronics available in Pakistan with fast delivery.,Brand E,2025-11-24 01:14:45,0.0
daraz,DRZ00032,Electronics Item 32,Sports,1931.01,56004.36,3.2,814,In Stock,Daraz Seller 61,3.6,Free Delivery,True,https://daraz.pk/product/32,https://via.placeholder.com/300x300?text=Item+32,Quality Electronics available in Pakistan with fast delivery.,Brand F,2025-11-24 01:14:45,96.6
daraz,DRZ00033,Electronics Item 33,Beauty,45107.02,19383.86,4.4,296,Out of Stock,Daraz Seller 92,3.6,Free Delivery,False,https://daraz.pk/product/33,https://via.placeholder.com/300x300?text=Item+33,Quality Electronics available in Pakistan with fast delivery.,Brand G,2025-11-24 01:14:45,0.0
daraz,DRZ00034,Electronics Item 34,Home,34047.23,37001.36,3.2,974,In Stock,Daraz Seller 15,4.4,Free Delivery,True,https://daraz.pk/product/34,https://via.placeholder.com/300x300?text=Item+34,Quality Electronics available in Pakistan with fast delivery.,Brand H,2025-11-24 01:14:45,8.0
daraz,DRZ00035,Electronics Item 35,Fashion,48383.35,42808.16,3.5,621,Pre-order,Daraz Seller 91,3.6,Cash on Delivery,False,https://daraz.pk/product/35,https://via.placeholder.com/300x300?text=Item+35,Quality Electronics available in Pakistan with fast delivery.,Brand I,2025-11-24 01:14:45,0.0
daraz,DRZ00036,Electronics Item 36,Fashion,45586.05,32584.36,4.1,1713,In Stock,Daraz Seller 13,4.9,Free Delivery,True,https://daraz.pk/product/36,https://via.placeholder.com/300x300?text=Item+36,Quality Electronics available in Pakistan with fast delivery.,Brand J,2025-11-24 01:14:45,0.0
daraz,DRZ00037,Electronics Item 37,Beauty,13254.97,28826.32,4.4,334,In Stock,Daraz Seller 7,4.2,Free Delivery,True,https://daraz.pk/product/37,https://via.placeholder.com/300x300?text=Item+37,Quality Electronics available in Pakistan with fast delivery.,Brand K,2025-11-24 01:14:45,54.0
