platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,prime_eligible,url,image_url,description,brand,scraped_at,discount_percent
amazon,AMZ00001,Electronics Product 1,Fashion,143.72,85.2,4.3,3207,Pre-order,Seller 63,4.3,Free Shipping,False,https://amazon.com/product/1,https://via.placeholder.com/300x300?text=Product+1,High-quality Electronics with excellent features and performance.,Brand A,2025-11-24 01:05:19,0.0
amazon,AMZ00002,Electronics Product 2,Books,186.46,563.58,3.6,2475,Limited Stock,Seller 100,4.9,Free Shipping,True,https://amazon.com/product/2,https://via.placeholder.com/300x300?text=Product+2,High-quality Electronics with excellent features and performance.,Brand B,2025-11-24 01:05:19,66.9
amazon,AMZ00003,Electronics Product 3,Home & Kitchen,364.98,487.09,3.5,2007,Limited Stock,Seller 69,4.6,Paid Shipping,True,https://amazon.com/product/3,https://via.placeholder.com/300x300?text=Product+3,High-quality Electronics with excellent features and performance.,Brand C,2025-11-24 01:05:19,25.1
amazon,AMZ00004,Electronics Product 4,Fashion,460.98,29.89,3.7,2728,In Stock,Seller 98,4.7,Free Shipping,False,https://amazon.com/product/4,https://via.placeholder.com/300x300?text=Product+4,High-quality Electronics with excellent features and performance.,Brand D,2025-11-24 01:05:19,0.0
amazon,AMZ00005,Electronics Product 5,Home & Kitchen,325.21,330.36,4.3,3188,Pre-order,Seller 74,4.4,Paid Shipping,False,https://amazon.com/product/5,https://via.placeholder.com/300x300?text=Product+5,High-quality Electronics with excellent features and performance.,Brand E,2025-11-24 01:05:19,1.6
amazon,AMZ00006,Electronics Product 6,Home & Kitchen,274.17,357.93,4.1,1529,Pre-order,Seller 86,4.9,Free Shipping,True,https://amazon.com/product/6,https://via.placeholder.com/300x300?text=Product+6,High-quality Electronics with excellent features and performance.,Brand F,2025-11-24 01:05:19,23.4
amazon,AMZ00007,Electronics Product 7,Books,293.39,281.01,3.6,1226,Pre-order,Seller 8,4.4,Free Shipping,True,https://amazon.com/product/7,https://via.placeholder.com/300x300?text=Product+7,High-quality Electronics with excellent features and performance.,Brand G,2025-11-24 01:05:19,0.0
amazon,AMZ00008,Electronics Product 8,Fashion,250.52,531.25,4.8,4624,Pre-order,Seller 14,4.9,Free Shipping,True,https://amazon.com/product/8,https://via.placeholder.com/300x300?text=Product+8,High-quality Electronics with excellent features and performance.,Brand H,2025-11-24 01:05:19,52.8
amazon,AMZ00009,Electronics Product 9,Fashion,351.1,104.96,4.6,4477,Limited Stock,Seller 54,4.4,Paid Shipping,True,https://amazon.com/product/9,https://via.placeholder.com/300x300?text=Product+9,High-quality Electronics with excellent features and performance.,Brand I,2025-11-24 01:05:19,0.0
amazon,AMZ00010,Electronics Product 10,Sports,169.56,114.08,4.1,4863,In Stock,Seller 63,4.7,Free Shipping,False,https://amazon.com/product/10,https://via.placeholder.com/300x300?text=Product+10,High-quality Electronics with excellent features and performance.,Brand J,2025-11-24 01:05:19,0.0
amazon,AMZ00011,Electronics Product 11,Books,274.09,19.03,4.9,2586,Pre-order,Seller 19,4.2,Free Shipping,True,https://amazon.com/product/11,https://via.placeholder.com/300x300?text=Product+11,High-quality Electronics with excellent features and performance.,Brand K,2025-11-24 01:05:19,0.0
amazon,AMZ00012,Electronics Product 12,Home & Kitchen,154.58,125.91,3.6,3699,In Stock,Seller 21,4.9,Paid Shipping,False,https://amazon.com/product/12,https://via.placeholder.com/300x300?text=Product+12,High-quality Electronics with excellent features and performance.,Brand L,2025-11-24 01:05:19,0.0
amazon,AMZ00013,Electronics Product 13,Books,410.98,345.46,4.6,830,Pre-order,Seller 52,4.9,Free Shipping,False,https://amazon.com/product/13,https://via.placeholder.com/300x300?text=Product+13,High-quality Electronics with excellent features and performance.,Brand M,2025-11-24 01:05:19,0.0
amazon,AMZ00014,Electronics Product 14,Fashion,212.78,568.76,4.0,1757,Pre-order,Seller 88,5.0,Free Shipping,True,https://amazon.com/product/14,https://via.placeholder.com/300x300?text=Product+14,High-quality Electronics with excellent features and performance.,Brand N,2025-11-24 01:05:19,62.6
amazon,AMZ00015,Electronics Product 15,Electronics,210.2,40.99,4.7,874,In Stock,Seller 6,4.5,Paid Shipping,True,https://amazon.com/product/15,https://via.placeholder.com/300x300?text=Product+15,High-quality Electronics with excellent features and performance.,Brand O,2025-11-24 01:05:19,0.0
amazon,AMZ00016,Electronics Product 16,Sports,19.91,382.14,3.8,3004,In Stock,Seller 3,4.5,Free Shipping,True,https://amazon.com/product/16,https://via.placeholder.com/300x300?text=Product+16,High-quality Electronics with excellent features and performance.,Brand P,2025-11-24 01:05:19,94.8
amazon,AMZ00017,Electronics Product 17,Home & Kitchen,353.59,370.87,3.6,4781,In Stock,Seller 8,4.4,Free Shipping,True,https://amazon.com/product/17,https://via.placeholder.com/300x300?text=Product+17,High-quality Electronics with excellent features and performance.,Brand Q,2025-11-24 01:05:19,4.7
