platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,prime_eligible,url,image_url,description,brand,scraped_at,discount_percent
amazon,AMZ00001,Electronics Product 1,Fashion,382.01,566.99,4.2,693,Limited Stock,Seller 20,5.0,Paid Shipping,True,https://amazon.com/product/1,https://via.placeholder.com/300x300?text=Product+1,High-quality Electronics with excellent features and performance.,Brand A,2025-11-27 22:27:42,32.6
amazon,AMZ00002,Electronics Product 2,Home & Kitchen,306.46,31.87,3.7,3947,Limited Stock,Seller 95,5.0,Free Shipping,True,https://amazon.com/product/2,https://via.placeholder.com/300x300?text=Product+2,High-quality Electronics with excellent features and performance.,Brand B,2025-11-27 22:27:42,0.0
amazon,AMZ00003,Electronics Product 3,Home & Kitchen,382.62,433.82,4.0,1963,Limited Stock,Seller 52,4.8,Paid Shipping,False,https://amazon.com/product/3,https://via.placeholder.com/300x300?text=Product+3,High-quality Electronics with excellent features and performance.,Brand C,2025-11-27 22:27:42,11.8
amazon,AMZ00004,Electronics Product 4,Home & Kitchen,185.6,339.52,4.3,4896,In Stock,Seller 94,4.8,Free Shipping,False,https://amazon.com/product/4,https://via.placeholder.com/300x300?text=Product+4,High-quality Electronics with excellent features and performance.,Brand D,2025-11-27 22:27:42,45.3
amazon,AMZ00005,Electronics Product 5,Electronics,440.96,158.8,3.6,4572,In Stock,Seller 10,4.0,Free Shipping,True,https://amazon.com/product/5,https://via.placeholder.com/300x300?text=Product+5,High-quality Electronics with excellent features and performance.,Brand E,2025-11-27 22:27:42,0.0
amazon,AMZ00006,Electronics Product 6,Home & Kitchen,311.41,549.71,4.6,4390,Pre-order,Seller 58,4.9,Free Shipping,False,https://amazon.com/product/6,https://via.placeholder.com/300x300?text=Product+6,High-quality Electronics with excellent features and performance.,Brand F,2025-11-27 22:27:42,43.4
amazon,AMZ00007,Electronics Product 7,Books,143.43,236.68,4.6,2860,In Stock,Seller 58,4.9,Paid Shipping,False,https://amazon.com/product/7,https://via.placeholder.com/300x300?text=Product+7,High-quality Electronics with excellent features and performance.,Brand G,2025-11-27 22:27:42,39.4
amazon,AMZ00008,Electronics Product 8,Sports,44.91,20.1,4.8,72,Limited Stock,Seller 55,4.0,Free Shipping,True,https://amazon.com/product/8,https://via.placeholder.com/300x300?text=Product+8,High-quality Electronics with excellent features and performance.,Brand H,2025-11-27 22:27:42,0.0
amazon,AMZ00009,Electronics Product 9,Electronics,10.11,71.21,4.1,3837,In Stock,Seller 36,4.4,Free Shipping,False,https://amazon.com/product/9,https://via.placeholder.com/300x300?text=Product+9,High-quality Electronics with excellent features and performance.,Brand I,2025-11-27 22:27:42,85.8
amazon,AMZ00010,Electronics Product 10,Fashion,280.83,456.24,4.9,781,In Stock,Seller 4,4.4,Free Shipping,True,https://amazon.com/product/10,https://via.placeholder.com/300x300?text=Product+10,High-quality Electronics with excellent features and performance.,Brand J,2025-11-27 22:27:42,38.4
amazon,AMZ00011,Electronics Product 11,Electronics,336.25,344.07,3.8,765,Limited Stock,Seller 57,4.9,Paid Shipping,True,https://amazon.com/product/11,https://via.placeholder.com/300x300?text=Product+11,High-quality Electronics with excellent features and performance.,Brand K,2025-11-27 22:27:42,2.3
amazon,AMZ00012,Electronics Product 12,Home & Kitchen,385.23,201.17,3.5,791,Pre-order,Seller 15,4.2,Free Shipping,False,https://amazon.com/product/12,https://via.placeholder.com/300x300?text=Product+12,High-quality Electronics with excellent features and performance.,Brand L,2025-11-27 22:27:42,0.0
amazon,AMZ00013,Electronics Product 13,Books,235.92,455.34,4.8,1887,In Stock,Seller 55,4.7,Paid Shipping,False,https://amazon.com/product/13,https://via.placeholder.com/300x300?text=Product+13,High-quality Electronics with excellent features and performance.,Brand M,2025-11-27 22:27:42,48.2
amazon,AMZ00014,Electronics Product 14,Electronics,126.81,193.3,3.6,1328,Pre-order,Seller 88,4.2,Free Shipping,True,https://amazon.com/product/14,https://via.placeholder.com/300x300?text=Product+14,High-quality Electronics with excellent features and performance.,Brand N,2025-11-27 22:27:42,34.4
amazon,AMZ00015,Electronics Product 15,Sports,166.62,222.3,3.9,3454,Limited Stock,Seller 30,4.6,Free Shipping,True,https://amazon.com/product/15,https://via.placeholder.com/300x300?text=Product+15,High-quality Electronics with excellent features and performance.,Brand O,2025-11-27 22:27:42,25.0
amazon,AMZ00016,Electronics Product 16,Home & Kitchen,155.74,165.89,4.5,4986,Pre-order,Seller 56,4.8,Free Shipping,True,https://amazon.com/product/16,https://via.placeholder.com/300x300?text=Product+16,High-quality Electronics with excellent features and performance.,Brand P,2025-11-27 22:27:42,6.1
