platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,prime_eligible,url,image_url,description,brand,scraped_at,discount_percent
amazon,AMZ00001,Beauty Product 1,Electronics,259.84,70.79,4.0,3889,Pre-order,Seller 50,4.5,Free Shipping,False,https://amazon.com/product/1,https://via.placeholder.com/300x300?text=Product+1,High-quality Beauty with excellent features and performance.,Brand A,2025-11-28 08:56:37,0.0
amazon,AMZ00002,Beauty Product 2,Books,48.58,168.94,4.5,4942,Pre-order,Seller 87,5.0,Free Shipping,True,https://amazon.com/product/2,https://via.placeholder.com/300x300?text=Product+2,High-quality Beauty with excellent features and performance.,Brand B,2025-11-28 08:56:37,71.2
amazon,AMZ00003,Beauty Product 3,Home & Kitchen,103.85,272.22,3.9,3660,In Stock,Seller 35,4.1,Paid Shipping,False,https://amazon.com/product/3,https://via.placeholder.com/300x300?text=Product+3,High-quality Beauty with excellent features and performance.,Brand C,2025-11-28 08:56:37,61.9
amazon,AMZ00004,Beauty Product 4,Home & Kitchen,94.56,401.35,4.4,2010,Limited Stock,Seller 8,4.1,Paid Shipping,True,https://amazon.com/product/4,https://via.placeholder.com/300x300?text=Product+4,High-quality Beauty with excellent features and performance.,Brand D,2025-11-28 08:56:37,76.4
amazon,AMZ00005,Beauty Product 5,Electronics,72.24,175.16,4.1,901,Pre-order,Seller 4,4.6,Paid Shipping,True,https://amazon.com/product/5,https://via.placeholder.com/300x300?text=Product+5,High-quality Beauty with excellent features and performance.,Brand E,2025-11-28 08:56:37,58.8
amazon,AMZ00006,Beauty Product 6,Fashion,35.74,555.06,4.3,4416,Pre-order,Seller 61,4.8,Paid Shipping,False,https://amazon.com/product/6,https://via.placeholder.com/300x300?text=Product+6,High-quality Beauty with excellent features and performance.,Brand F,2025-11-28 08:56:37,93.6
amazon,AMZ00007,Beauty Product 7,Sports,183.31,181.12,4.5,452,In Stock,Seller 65,4.0,Free Shipping,False,https://amazon.com/product/7,https://via.placeholder.com/300x300?text=Product+7,High-quality Beauty with excellent features and performance.,Brand G,2025-11-28 08:56:37,0.0
amazon,AMZ00008,Beauty Product 8,Sports,47.37,541.48,3.9,916,Pre-order,Seller 73,4.5,Free Shipping,False,https://amazon.com/product/8,https://via.placeholder.com/300x300?text=Product+8,High-quality Beauty with excellent features and performance.,Brand H,2025-11-28 08:56:37,91.3
amazon,AMZ00009,Beauty Product 9,Sports,432.07,490.82,4.2,2125,In Stock,Seller 51,4.7,Free Shipping,False,https://amazon.com/product/9,https://via.placeholder.com/300x300?text=Product+9,High-quality Beauty with excellent features and performance.,Brand I,2025-11-28 08:56:37,12.0
amazon,AMZ00010,Beauty Product 10,Books,428.04,575.26,3.8,994,In Stock,Seller 13,4.5,Paid Shipping,False,https://amazon.com/product/10,https://via.placeholder.com/300x300?text=Product+10,High-quality Beauty with excellent features and performance.,Brand J,2025-11-28 08:56:37,25.6
amazon,AMZ00011,Beauty Product 11,Fashion,340.82,62.13,3.6,372,In Stock,Seller 65,4.3,Free Shipping,False,https://amazon.com/product/11,https://via.placeholder.com/300x300?text=Product+11,High-quality Beauty with excellent features and performance.,Brand K,2025-11-28 08:56:37,0.0
