platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,verified_seller,url,image_url,description,brand,scraped_at,discount_percent
daraz,DRZ00001,Beauty Item 1,Home,29473.69,54797.85,4.5,2717,Pre-order,Daraz Seller 16,3.9,Free Delivery,True,https://daraz.pk/product/1,https://via.placeholder.com/300x300?text=Item+1,Quality Beauty available in Pakistan with fast delivery.,Brand A,2025-11-24 16:19:30,46.2
daraz,DRZ00002,Beauty Item 2,Electronics,34275.46,25926.85,3.4,1658,Out of Stock,Daraz Seller 23,4.4,Free Delivery,True,https://daraz.pk/product/2,https://via.placeholder.com/300x300?text=Item+2,Quality Beauty available in Pakistan with fast delivery.,Brand B,2025-11-24 16:19:30,0.0
daraz,DRZ00003,Beauty Item 3,Home,11002.41,41949.29,4.3,885,In Stock,Daraz Seller 7,4.9,Cash on Delivery,False,https://daraz.pk/product/3,https://via.placeholder.com/300x300?text=Item+3,Quality Beauty available in Pakistan with fast delivery.,Brand C,2025-11-24 16:19:30,73.8
daraz,DRZ00004,Beauty Item 4,Sports,36400.65,36157.38,3.1,557,Pre-order,Daraz Seller 61,3.6,Cash on Delivery,True,https://daraz.pk/product/4,https://via.placeholder.com/300x300?text=Item+4,Quality Beauty available in Pakistan with fast delivery.,Brand D,2025-11-24 16:19:30,0.0
daraz,DRZ00005,Beauty Item 5,Home,16912.35,43576.8,4.5,2090,Out of Stock,Daraz Seller 25,4.3,Free Delivery,True,https://daraz.pk/product/5,https://via.placeholder.com/300x300?text=Item+5,Quality Beauty available in Pakistan with fast delivery.,Brand E,2025-11-24 16:19:30,61.2
daraz,DRZ00006,Beauty Item 6,Electronics,11422.83,56782.81,3.2,2422,In Stock,Daraz Seller 60,4.2,Free Delivery,False,https://daraz.pk/product/6,https://via.placeholder.com/300x300?text=Item+6,Quality Beauty available in Pakistan with fast delivery.,Brand F,2025-11-24 16:19:30,79.9
daraz,DRZ00007,Beauty Item 7,Electronics,4852.86,2018.14,4.1,1304,Out of Stock,Daraz Seller 38,4.1,Cash on Delivery,False,https://daraz.pk/product/7,https://via.placeholder.com/300x300?text=Item+7,Quality Beauty available in Pakistan with fast delivery.,Brand G,2025-11-24 16:19:30,0.0
daraz,DRZ00008,Beauty Item 8,Home,6274.45,16543.91,3.7,1148,In Stock,Daraz Seller 28,4.0,Free Delivery,True,https://daraz.pk/product/8,https://via.placeholder.com/300x300?text=Item+8,Quality Beauty available in Pakistan with fast delivery.,Brand H,2025-11-24 16:19:30,62.1
daraz,DRZ00009,Beauty Item 9,Fashion,20562.14,1338.13,4.9,126,In Stock,Daraz Seller 84,4.0,Cash on Delivery,False,https://daraz.pk/product/9,https://via.placeholder.com/300x300?text=Item+9,Quality Beauty available in Pakistan with fast delivery.,Brand I,2025-11-24 16:19:30,0.0
daraz,DRZ00010,Beauty Item 10,Beauty,49924.0,58628.35,3.2,1003,Out of Stock,Daraz Seller 4,4.9,Cash on Delivery,False,https://daraz.pk/product/10,https://via.placeholder.com/300x300?text=Item+10,Quality Beauty available in Pakistan with fast delivery.,Brand J,2025-11-24 16:19:30,14.8
daraz,DRZ00011,Beauty Item 11,Electronics,36809.41,41960.53,4.7,790,Out of Stock,Daraz Seller 94,4.1,Cash on Delivery,True,https://daraz.pk/product/11,https://via.placeholder.com/300x300?text=Item+11,Quality Beauty available in Pakistan with fast delivery.,Brand K,2025-11-24 16:19:30,12.3
daraz,DRZ00012,Beauty Item 12,Fashion,23862.94,17366.31,4.4,1667,Pre-order,Daraz Seller 21,4.6,Free Delivery,False,https://daraz.pk/product/12,https://via.placeholder.com/300x300?text=Item+12,Quality Beauty available in Pakistan with fast delivery.,Brand L,2025-11-24 16:19:30,0.0
daraz,DRZ00013,Beauty Item 13,Sports,31050.47,58855.94,3.3,309,Out of Stock,Daraz Seller 85,5.0,Free Delivery,False,https://daraz.pk/product/13,https://via.placeholder.com/300x300?text=Item+13,Quality Beauty available in Pakistan with fast delivery.,Brand M,2025-11-24 16:19:30,47.2
daraz,DRZ00014,Beauty Item 14,Home,18675.48,10171.74,3.1,1931,Out of Stock,Daraz Seller 89,4.5,Cash on Delivery,True,https://daraz.pk/product/14,https://via.placeholder.com/300x300?text=Item+14,Quality Beauty available in Pakistan with fast delivery.,Brand N,2025-11-24 16:19:30,0.0
daraz,DRZ00015,Beauty Item 15,Fashion,1601.04,45101.97,3.5,2317,Pre-order,Daraz Seller 43,4.0,Cash on Delivery,True,https://daraz.pk/product/15,https://via.placeholder.com/300x300?text=Item+15,Quality Beauty available in Pakistan with fast delivery.,Brand O,2025-11-24 16:19:30,96.5
daraz,DRZ00016,Beauty Item 16,Beauty,25147.26,25105.56,4.6,2493,Pre-order,Daraz Seller 32,3.9,Free Delivery,False,https://daraz.pk/product/16,https://via.placeholder.com/300x300?text=Item+16,Quality Beauty available in Pakistan with fast delivery.,Brand P,2025-11-24 16:19:30,0.0
daraz,DRZ00017,Beauty Item 17,Home,15081.13,11128.57,3.3,1822,Pre-order,Daraz Seller 85,4.9,Free Delivery,False,https://daraz.pk/product/17,https://via.placeholder.com/300x300?text=Item+17,Quality Beauty available in Pakistan with fast delivery.,Brand Q,2025-11-24 16:19:30,0.0
daraz,DRZ00018,Beauty Item 18,Fashion,9105.12,2590.68,3.4,627,In Stock,Daraz Seller 57,4.2,Free Delivery,True,https://daraz.pk/product/18,https://via.placeholder.com/300x300?text=Item+18,Quality Beauty available in Pakistan with fast delivery.,Brand R,2025-11-24 16:19:30,0.0
daraz,DRZ00019,Beauty Item 19,Electronics,4197.04,38640.2,3.2,993,In Stock,Daraz Seller 24,3.6,Cash on Delivery,True,https://daraz.pk/product/19,https://via.placeholder.com/300x300?text=Item+19,Quality Beauty available in Pakistan with fast delivery.,Brand S,2025-11-24 16:19:30,89.1
daraz,DRZ00020,Beauty Item 20,Fashion,35673.16,59526.89,4.2,1755,In Stock,Daraz Seller 9,4.1,Free Delivery,False,https://daraz.pk/product/20,https://via.placeholder.com/300x300?text=Item+20,Quality Beauty available in Pakistan with fast delivery.,Brand T,2025-11-24 16:19:30,40.1
daraz,DRZ00021,Beauty Item 21,Beauty,43620.05,24765.15,4.4,52,In Stock,Daraz Seller 14,4.8,Free Delivery,True,https://daraz.pk/product/21,https://via.placeholder.com/300x300?text=Item+21,Quality Beauty available in Pakistan with fast delivery.,Brand U,2025-11-24 16:19:30,0.0
daraz,DRZ00022,Beauty Item 22,Beauty,20075.52,42585.73,3.8,1044,Out of Stock,Daraz Seller 47,4.7,Free Delivery,False,https://daraz.pk/product/22,https://via.placeholder.com/300x300?text=Item+22,Quality Beauty available in Pakistan with fast delivery.,Brand V,2025-11-24 16:19:30,52.9
daraz,DRZ00023,Beauty Item 23,Sports,41161.73,49880.09,4.9,2536,Out of Stock,Daraz Seller 50,4.5,Free Delivery,True,https://daraz.pk/product/23,https://via.placeholder.com/300x300?text=Item+23,Quality Beauty available in Pakistan with fast delivery.,Brand W,2025-11-24 16:19:30,17.5
daraz,DRZ00024,Beauty Item 24,Electronics,43427.68,43742.59,3.5,911,In Stock,Daraz Seller 6,4.9,Free Delivery,False,https://daraz.pk/product/24,https://via.placeholder.com/300x300?text=Item+24,Quality Beauty available in Pakistan with fast delivery.,Brand X,2025-11-24 16:19:30,0.7
