platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,verified_seller,url,image_url,description,brand,scraped_at,discount_percent
daraz,DRZ00001,Fashion Item 1,Home,11717.82,40198.4,3.4,1788,Pre-order,Daraz Seller 95,3.6,Free Delivery,True,https://daraz.pk/product/1,https://via.placeholder.com/300x300?text=Item+1,Quality Fashion available in Pakistan with fast delivery.,Brand A,2025-11-24 01:01:42,70.9
daraz,DRZ00002,Fashion Item 2,Home,33851.51,48836.32,4.8,2464,Out of Stock,Daraz Seller 64,3.7,Cash on Delivery,False,https://daraz.pk/product/2,https://via.placeholder.com/300x300?text=Item+2,Quality Fashion available in Pakistan with fast delivery.,Brand B,2025-11-24 01:01:42,30.7
daraz,DRZ00003,Fashion Item 3,Beauty,31082.62,37318.93,3.1,476,Out of Stock,Daraz Seller 5,5.0,Free Delivery,True,https://daraz.pk/product/3,https://via.placeholder.com/300x300?text=Item+3,Quality Fashion available in Pakistan with fast delivery.,Brand C,2025-11-24 01:01:42,16.7
daraz,DRZ00004,Fashion Item 4,Fashion,22574.41,27813.01,3.1,1701,Pre-order,Daraz Seller 76,3.9,Free Delivery,False,https://daraz.pk/product/4,https://via.placeholder.com/300x300?text=Item+4,Quality Fashion available in Pakistan with fast delivery.,Brand D,2025-11-24 01:01:42,18.8
daraz,DRZ00005,Fashion Item 5,Home,39444.33,41825.68,3.6,2660,Pre-order,Daraz Seller 33,3.7,Cash on Delivery,True,https://daraz.pk/product/5,https://via.placeholder.com/300x300?text=Item+5,Quality Fashion available in Pakistan with fast delivery.,Brand E,2025-11-24 01:01:42,5.7
daraz,DRZ00006,Fashion Item 6,Sports,36372.64,20255.54,4.3,274,Pre-order,Daraz Seller 5,4.0,Free Delivery,False,https://daraz.pk/product/6,https://via.placeholder.com/300x300?text=Item+6,Quality Fashion available in Pakistan with fast delivery.,Brand F,2025-11-24 01:01:42,0.0
daraz,DRZ00007,Fashion Item 7,Sports,28586.55,35187.27,4.7,765,Pre-order,Daraz Seller 21,4.0,Free Delivery,True,https://daraz.pk/product/7,https://via.placeholder.com/300x300?text=Item+7,Quality Fashion available in Pakistan with fast delivery.,Brand G,2025-11-24 01:01:42,18.8
daraz,DRZ00008,Fashion Item 8,Fashion,1215.03,45339.73,4.2,40,In Stock,Daraz Seller 5,4.6,Cash on Delivery,True,https://daraz.pk/product/8,https://via.placeholder.com/300x300?text=Item+8,Quality Fashion available in Pakistan with fast delivery.,Brand H,2025-11-24 01:01:42,97.3
daraz,DRZ00009,Fashion Item 9,Beauty,4088.82,37841.91,4.4,1775,Out of Stock,Daraz Seller 72,3.7,Free Delivery,False,https://daraz.pk/product/9,https://via.placeholder.com/300x300?text=Item+9,Quality Fashion available in Pakistan with fast delivery.,Brand I,2025-11-24 01:01:42,89.2
daraz,DRZ00010,Fashion Item 10,Home,27096.46,45766.24,3.6,2759,Out of Stock,Daraz Seller 28,4.0,Free Delivery,True,https://daraz.pk/product/10,https://via.placeholder.com/300x300?text=Item+10,Quality Fashion available in Pakistan with fast delivery.,Brand J,2025-11-24 01:01:42,40.8
